           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
         -82.6531         -35.3571                5         0.293828       -0.0592427        0.0700019       -0.0139437         0.356913       -0.0706869
         -78.9796         -35.3571                5         0.505953         -0.10245         0.113838       -0.0229012         0.347951       -0.0689324
         -75.3061         -35.3571                5         0.721796        -0.146082         0.161498       -0.0325323         0.331182       -0.0654837
         -71.6327         -35.3571                5         0.953015        -0.192094          0.33558       -0.0675165         0.589274         -0.11737
         -67.9592         -35.3571                5         0.953688        -0.192028          0.39059        -0.078746          1.05527        -0.211558
         -64.2857         -35.3571                5          1.96767        -0.397227         0.918656        -0.185486          1.52638        -0.308445
         -60.6122         -35.3571                5          3.74309        -0.756683          1.72881         -0.34969          1.19514        -0.247838
         -56.9388         -35.3571                5          4.24999         -0.87544          2.15743        -0.446135         -2.09718         0.430168
         -53.2653         -35.3571                5          3.96973        -0.811477          1.88326        -0.384558         -3.41762         0.703112
         -49.5918         -35.3571                5          3.02362        -0.611695          1.33344         -0.26848         -4.18855         0.858809
         -45.9184         -35.3571                5          1.86412         -0.34511          0.68521        -0.119168         -4.42883          0.91636
         -42.2449         -35.3571                5          1.26066        -0.242278         0.443267       -0.0735701         -4.48389         0.895123
         -38.5714         -35.3571                5         0.854356        -0.163339         0.259104        -0.037137         -4.33355         0.844983
          -34.898         -35.3571                5         0.497189        -0.107206        0.0881712      -0.00749041         -4.08379         0.791049
         -31.2245         -35.3571                5         0.261087       -0.0713906         0.134001       -0.0115216         -3.46819         0.707108
          -27.551         -35.3571                5         0.350117       -0.0562767       -0.0186991      -0.00603582         -2.60805         0.599675
         -23.8776         -35.3571                5         0.355152       -0.0668607      -0.00675261       0.00535877         -2.88352         0.571443
         -20.2041         -35.3571                5         0.382235       -0.0658438        0.0150073      -0.00580854         -2.38039         0.516557
         -16.5306         -35.3571                5         0.567287       -0.0892549       -0.0632863       0.00318731         -2.21424         0.447242
         -12.8571         -35.3571                5         0.621235       -0.0967487        0.0202039       -0.0146464         -1.84167         0.350191
         -9.18367         -35.3571                5          0.82156        -0.137163         0.182902       -0.0459159         -1.36558         0.262593
          -5.5102         -35.3571                5          1.13999        -0.211452         0.237659       -0.0538135        -0.827375         0.131221
         -1.83673         -35.3571                5          1.80812        -0.348727         0.637804        -0.128816         0.143662       -0.0652501
          1.83673         -35.3571                5          2.60006        -0.506865           1.1071        -0.221758          1.34694        -0.309887
           5.5102         -35.3571                5          3.33643        -0.657605          1.52619        -0.313213          2.60919        -0.582858
          9.18367         -35.3571                5          4.75064        -0.925434          2.65409        -0.511429          5.04493         -1.08408
          12.8571         -35.3571                5          7.75887         -1.59481          4.15891         -0.84975          6.74796         -1.49113
          16.5306         -35.3571                5          14.6603         -3.06821          8.52656         -1.77451          7.86922         -1.75057
          20.2041         -35.3571                5          25.5055         -5.34138          16.0464         -3.34718          5.79417          -1.3038
          23.8776         -35.3571                5          38.3994         -8.03389          22.6005         -4.71297         -3.09393         0.585051
           27.551         -35.3571                5          37.2822           -7.777          24.2097          -5.0255         -23.7716          4.93174
          31.2245         -35.3571                5          29.2319         -6.01056          22.9562         -4.68758         -47.2027          9.82529
           34.898         -35.3571                5          13.5265         -2.68804          18.4352         -3.70216         -61.1647          12.6093
          38.5714         -35.3571                5         -6.90704          1.37444             16.7         -3.35112         -61.3798          12.6078
          42.2449         -35.3571                5         -26.2259          5.36012          20.8754         -4.24344         -51.1524          10.5794
          45.9184         -35.3571                5         -41.4688          8.59487          24.0268         -4.96285            -34.7           7.2352
          49.5918         -35.3571                5         -41.7997          8.68766          22.5467         -4.67697         -10.0291          2.03074
          53.2653         -35.3571                5         -32.7192          6.75012          16.4179         -3.37684          7.34957         -1.58653
          56.9388         -35.3571                5         -21.2591          4.35187          9.49137          -1.9293          11.5063         -2.41262
          60.6122         -35.3571                5         -10.7255           2.1764          4.34525        -0.874394          10.5651         -2.18735
          64.2857         -35.3571                5          -6.8393          1.39045          2.84796        -0.575353          9.13399         -1.88446
          67.9592         -35.3571                5         -5.41561          1.10621          2.29123        -0.465881          6.69359         -1.38288
          71.6327         -35.3571                5         -3.48465         0.712799          1.48871        -0.303478            5.051         -1.04003
          75.3061         -35.3571                5         -1.60063         0.325903         0.744225         -0.15245          3.30887        -0.678139
          78.9796         -35.3571                5        -0.997346         0.203095         0.260958       -0.0540006          3.15828        -0.647004
          82.6531         -35.3571                5         -0.50965         0.104167          0.13429       -0.0276407          2.75598         -0.56397
          86.3265         -35.3571                5        -0.500653         0.102339         0.230851       -0.0470104          2.24905        -0.460531
               90         -35.3571                5        -0.289775        0.0591706         0.203889       -0.0416794           1.4815        -0.303655
              -90         -31.9898                5         0.065803       -0.0129388       -0.0187429       0.00393561        0.0649938       -0.0114016
         -86.3265         -31.9898                5         0.256016       -0.0517014        0.0543292       -0.0109366         0.165287       -0.0315976
         -82.6531         -31.9898                5         0.345422       -0.0691776         0.111639       -0.0222351         0.519616        -0.103791
         -78.9796         -31.9898                5         0.604929        -0.122209         0.167156       -0.0336305         0.485257       -0.0968767
         -75.3061         -31.9898                5          0.84816        -0.171537         0.204975       -0.0413489         0.471328       -0.0939813
         -71.6327         -31.9898                5         0.993602        -0.199883         0.247405       -0.0497961          0.89209        -0.178754
         -67.9592         -31.9898                5          1.49406        -0.297973         0.516688        -0.101533          1.09065        -0.228654
         -64.2857         -31.9898                5          2.90981        -0.586346          1.37563        -0.276988          1.38765        -0.285431
         -60.6122         -31.9898                5          4.50176        -0.910332          2.26348        -0.457917        -0.366924        0.0622927
         -56.9388         -31.9898                5          4.21914        -0.882257          2.05718        -0.434068         -3.37564         0.702167
         -53.2653         -31.9898                5          3.51833        -0.713414          1.40834        -0.283307         -4.34415         0.891902
         -49.5918         -31.9898                5          2.23824        -0.439991         0.646248        -0.118388         -4.65297         0.956199
         -45.9184         -31.9898                5          1.50086        -0.287833         0.390645       -0.0701687         -4.64149         0.948235
         -42.2449         -31.9898                5          1.09578        -0.206551         0.228972       -0.0322965         -4.56045          0.91414
         -38.5714         -31.9898                5         0.752178        -0.148346        0.0752336      -0.00139352         -4.36882         0.871133
          -34.898         -31.9898                5         0.460157        -0.105104       -0.0579008        0.0231139           -4.122         0.821615
         -31.2245         -31.9898                5         0.252892        -0.108663       -0.0805411        0.0503502          -3.6399         0.759922
          -27.551         -31.9898                5         0.189896       -0.0597671       -0.0847572        0.0314877         -3.42248         0.677058
         -23.8776         -31.9898                5         0.305512       -0.0662228        -0.131264        0.0341829         -3.02114         0.595246
         -20.2041         -31.9898                5         0.617066        -0.117909        -0.198466        0.0429431         -2.62529         0.587082
         -16.5306         -31.9898                5         0.530901       -0.0887415        -0.167325        0.0275254         -2.30198         0.464059
         -12.8571         -31.9898                5         0.655469         -0.10811       -0.0511411       0.00557602         -1.78474         0.362871
         -9.18367         -31.9898                5         0.975351        -0.172582        0.0959683       -0.0243589         -1.25349         0.253258
          -5.5102         -31.9898                5          1.35679         -0.25047         0.171058       -0.0428524        -0.737126         0.112547
         -1.83673         -31.9898                5          1.90279        -0.367464         0.476005       -0.0980541         0.274044       -0.0907824
          1.83673         -31.9898                5          2.89343        -0.565549          1.06171        -0.214115          1.62461        -0.371583
           5.5102         -31.9898                5          4.02326        -0.788326          1.53019        -0.313002          3.49879        -0.765866
          9.18367         -31.9898                5          6.23497         -1.26784          3.11433        -0.644476          6.49473         -1.30896
          12.8571         -31.9898                5          12.4852         -2.58723          6.55345         -1.36291          8.06293          -1.6998
          16.5306         -31.9898                5          18.4827         -3.87175          10.4153         -2.17822          8.27877         -1.74378
          20.2041         -31.9898                5          31.5353         -6.59325          19.7177         -4.11773           2.3753        -0.577225
          23.8776         -31.9898                5          40.7265         -8.52091          24.8792         -5.20035         -13.6965          2.82669
           27.551         -31.9898                5          37.5796         -7.80094          22.9622         -4.77469         -33.5169          6.97254
          31.2245         -31.9898                5          25.1121         -5.07394          17.9952         -3.64042         -55.0091           11.414
           34.898         -31.9898                5          8.07946          -1.6295          12.1599         -2.44849         -59.0391           12.092
          38.5714         -31.9898                5         -5.98838          1.19711          9.98844         -2.00522         -61.2965          12.5403
          42.2449         -31.9898                5         -24.4267          4.94923          14.6922         -2.96981         -55.0736          11.3707
          45.9184         -31.9898                5         -39.8346           8.2009          20.2938         -4.17014         -42.5084          8.82976
          49.5918         -31.9898                5         -45.1512          9.39077          21.7903         -4.52741         -21.5023          4.48258
          53.2653         -31.9898                5          -38.408          7.95251          17.4105         -3.59362          2.69064        -0.632916
          56.9388         -31.9898                5         -26.9654          5.53554          11.5432         -2.36101          12.2229         -2.58981
          60.6122         -31.9898                5         -13.2249          2.68571          5.68163         -1.15025          13.5011         -2.81176
          64.2857         -31.9898                5         -9.14888          1.86298          3.95773        -0.804378          9.19349         -1.90392
          67.9592         -31.9898                5         -6.92091          1.41387           2.8191        -0.575353          7.16726         -1.48247
          71.6327         -31.9898                5         -4.39653          0.89978          1.65106        -0.338156           5.5753         -1.14944
          75.3061         -31.9898                5         -2.14898         0.438393         0.681014        -0.140088          3.66706        -0.752596
          78.9796         -31.9898                5         -1.34494         0.274073         0.243108       -0.0503833          3.32515        -0.681633
          82.6531         -31.9898                5        -0.741095          0.15113         0.134404       -0.0275315          2.87581        -0.588814
          86.3265         -31.9898                5        -0.584069         0.119384         0.201707       -0.0409846          2.36984        -0.485317
               90         -31.9898                5        -0.348023        0.0710631         0.200364       -0.0409478          1.56297        -0.320386
              -90         -28.6224                5        0.0938835       -0.0185735       -0.0187497       0.00392158        0.0405203      -0.00617612
         -86.3265         -28.6224                5         0.322353       -0.0650977        0.0718411       -0.0145416         0.147001       -0.0276195
         -82.6531         -28.6224                5         0.423646       -0.0851117          0.11934        -0.023617         0.399876       -0.0793537
         -78.9796         -28.6224                5         0.670579         -0.13486         0.229803       -0.0461572         0.737839        -0.148381
         -75.3061         -28.6224                5         0.941199        -0.189885         0.257782        -0.051963          0.72675        -0.146039
         -71.6327         -28.6224                5          1.39713        -0.279078         0.379218       -0.0743552         0.928611        -0.194934
         -67.9592         -28.6224                5          2.19905        -0.440698         0.730563        -0.144466         0.644618        -0.142858
         -64.2857         -28.6224                5           3.3318        -0.671333          1.47773        -0.297081       -0.0727158      1.76704e-05
         -60.6122         -28.6224                5          4.53489        -0.918199          2.09364         -0.42496          -2.3019         0.449712
         -56.9388         -28.6224                5           3.8784        -0.801825           1.6612        -0.354518         -4.35409         0.896436
         -53.2653         -28.6224                5          2.61233        -0.554266         0.962451        -0.190274         -5.23766          1.03387
         -49.5918         -28.6224                5          1.88814        -0.364305         0.444598       -0.0830326         -5.02996           1.0192
         -45.9184         -28.6224                5          1.28868        -0.235931         0.126682       -0.0144864         -4.88959         0.978471
         -42.2449         -28.6224                5         0.906944        -0.165095        -0.123512        0.0339955         -4.85556          0.96446
         -38.5714         -28.6224                5         0.628552        -0.120289        -0.239562        0.0547896         -4.63633         0.916953
          -34.898         -28.6224                5         0.414441       -0.0893259        -0.316368        0.0682469         -4.37829         0.864298
         -31.2245         -28.6224                5         0.303372       -0.0756636        -0.307776        0.0720277         -4.08878         0.811681
          -27.551         -28.6224                5         0.158181       -0.0547824        -0.202751        0.0585675         -3.75106         0.742703
         -23.8776         -28.6224                5         0.244217       -0.0575465        -0.231669        0.0529154         -3.27978         0.656528
         -20.2041         -28.6224                5         0.373675       -0.0711965        -0.223796         0.045671         -2.83624         0.583987
         -16.5306         -28.6224                5         0.586142       -0.0503304        -0.257142        0.0260682         -2.29924          0.50932
         -12.8571         -28.6224                5         0.781954        -0.132708        -0.250475        0.0423907         -2.09304           0.4062
         -9.18367         -28.6224                5          1.05026        -0.183801       -0.0929701       0.00762937         -1.48997         0.280438
          -5.5102         -28.6224                5          1.42342        -0.264334        0.0923155       -0.0265254        -0.707329         0.110848
         -1.83673         -28.6224                5          2.05736        -0.404176         0.330628       -0.0698549         0.410581        -0.111194
          1.83673         -28.6224                5          3.14074        -0.613224         0.829831        -0.168048          2.05243        -0.463544
           5.5102         -28.6224                5          4.92628        -0.978699          1.43569        -0.293486          4.06441        -0.887881
          9.18367         -28.6224                5          9.22138         -1.88768           4.4069        -0.919778          6.29892         -1.40929
          12.8571         -28.6224                5          14.5258         -3.03608          7.26605         -1.53706          6.56963         -1.59178
          16.5306         -28.6224                5          25.2907         -5.28456          13.5597         -2.84144          6.82388         -1.46159
          20.2041         -28.6224                5          38.0636         -7.96087          21.8581         -4.57699         -2.82476         0.517238
          23.8776         -28.6224                5          41.7808         -8.73505          23.6442         -4.94833         -23.3333          4.87063
           27.551         -28.6224                5          31.6443         -6.48926          18.0742         -3.71038         -46.4957          9.70971
          31.2245         -28.6224                5          18.8192         -3.70328          11.7997         -2.31845         -56.2505           11.466
           34.898         -28.6224                5          7.58137         -1.46608          8.22853         -1.62258         -57.9023          11.8076
          38.5714         -28.6224                5         -5.84648          1.15952          4.61138        -0.932157         -57.5551           11.757
          42.2449         -28.6224                5         -18.5396          3.74249          7.53312         -1.51864         -56.9599          11.7098
          45.9184         -28.6224                5         -33.0048          6.72751          13.4237         -2.72073         -48.4456          10.0426
          49.5918         -28.6224                5         -42.9244          8.88488           19.572         -4.04515         -30.3994          6.33173
          53.2653         -28.6224                5         -43.1315          8.96857          19.1206         -3.97784         -6.67655          1.33432
          56.9388         -28.6224                5          -33.384          6.88949           15.146          -3.1313          9.16714         -1.98079
          60.6122         -28.6224                5         -18.2958          3.72977          9.12593         -1.86288          14.9442         -3.13305
          64.2857         -28.6224                5          -9.8692          2.00379          4.55682        -0.925553          11.1948          -2.3194
          67.9592         -28.6224                5         -7.35723          1.50139          3.09409        -0.632949          8.71143         -1.79704
          71.6327         -28.6224                5         -5.01971          1.02819          1.77076        -0.364961           6.3697         -1.30965
          75.3061         -28.6224                5         -2.83757         0.580377         0.588246        -0.121982          4.17012        -0.856937
          78.9796         -28.6224                5         -1.69609         0.345774         0.238197       -0.0493395          3.44403        -0.706369
          82.6531         -28.6224                5        -0.979856         0.199641         0.116074       -0.0236869          2.98523        -0.611522
          86.3265         -28.6224                5        -0.665503         0.136021         0.150175       -0.0303806          2.49352        -0.510688
               90         -28.6224                5        -0.404288        0.0825465         0.174451        -0.035638          1.64733        -0.337701
              -90         -25.2551                5         0.132634       -0.0263773       -0.0115717       0.00245167       0.00921853      0.000426374
         -86.3265         -25.2551                5          0.39742        -0.080281        0.0924231       -0.0187514         0.108095       -0.0194747
         -82.6531         -25.2551                5         0.516321        -0.104088         0.118226       -0.0233613         0.221514       -0.0428826
         -78.9796         -25.2551                5         0.709348        -0.142912         0.192656       -0.0382307         0.504249        -0.100735
         -75.3061         -25.2551                5          1.12803        -0.227592         0.424424       -0.0859518         0.750315        -0.153613
         -71.6327         -25.2551                5          1.83729        -0.368651         0.609793        -0.120211         0.469142        -0.108121
         -67.9592         -25.2551                5          2.61575        -0.530348         0.883842        -0.178665        -0.123848        0.0188512
         -64.2857         -25.2551                5          3.56135        -0.726933          1.44806        -0.297265         -1.34943         0.273731
         -60.6122         -25.2551                5          4.23699         -0.86332          1.60177         -0.33058         -4.09704         0.827904
         -56.9388         -25.2551                5          3.32368        -0.671351          1.10423        -0.236875         -5.18283          1.05548
         -53.2653         -25.2551                5          2.34106        -0.531038         0.561592        -0.153271         -5.00955          1.10079
         -49.5918         -25.2551                5          1.48845        -0.276711        0.0594368       0.00146443         -5.34932          1.07923
         -45.9184         -25.2551                5         0.995218        -0.181047        -0.295817        0.0679609         -5.27892          1.05401
         -42.2449         -25.2551                5         0.675764        -0.125039        -0.592467         0.122288         -5.22104          1.03693
         -38.5714         -25.2551                5         0.511782        -0.100834        -0.664773         0.133544         -5.02473         0.994587
          -34.898         -25.2551                5         0.374727        -0.081833        -0.621052         0.126429         -4.79253         0.950269
         -31.2245         -25.2551                5         0.427779       -0.0871804        -0.769222         0.151619         -4.34491         0.876637
          -27.551         -25.2551                5      -0.00500633       -0.0572686        -0.404981         0.121311         -4.21706         0.829185
         -23.8776         -25.2551                5         0.351871       -0.0594841        -0.608717         0.112564         -3.52386         0.707333
         -20.2041         -25.2551                5          0.42127        -0.074272        -0.444261        0.0833596          -3.0666         0.641432
         -16.5306         -25.2551                5          0.73826        -0.129171        -0.507707        0.0985316         -2.77423         0.576642
         -12.8571         -25.2551                5         0.988736        -0.168055        -0.435243        0.0743254         -2.18496         0.449237
         -9.18367         -25.2551                5          1.20406        -0.217642         -0.24285        0.0380882         -1.60892         0.310179
          -5.5102         -25.2551                5          1.70131        -0.317617         -0.07613       0.00475846         -0.74657         0.126258
         -1.83673         -25.2551                5          2.56321        -0.497653         0.127094       -0.0334388         0.373866        -0.114189
          1.83673         -25.2551                5          3.64765        -0.690136         0.663287         -0.12985          2.25121        -0.508567
           5.5102         -25.2551                5          6.25792         -1.23137          1.75171         -0.36147          3.85899         -0.93306
          9.18367         -25.2551                5          11.0311         -2.27524          4.68678        -0.987244          6.15614         -1.39928
          12.8571         -25.2551                5          17.1845         -3.62536          7.88177         -1.70196          5.04025         -1.55382
          16.5306         -25.2551                5          31.6913         -6.61964          15.8155          -3.3292          2.25408        -0.514693
          20.2041         -25.2551                5          42.2686         -8.85461          22.1342         -4.65636         -12.2645          2.48505
          23.8776         -25.2551                5          37.0839          -7.6758          19.1814         -3.97964         -36.5484          7.66032
           27.551         -25.2551                5          25.4773         -5.19925          11.5405         -2.36688         -53.3198          11.0307
          31.2245         -25.2551                5          13.5845         -2.69035           6.1184         -1.19981         -57.0051          11.6486
           34.898         -25.2551                5          2.92696        -0.544687           2.4939        -0.486126          -55.904          11.4293
          38.5714         -25.2551                5         -4.53271         0.930436        -0.248351        0.0353101         -54.0881           11.083
          42.2449         -25.2551                5         -14.9402            3.022          2.66178        -0.522975         -53.9057          11.0705
          45.9184         -25.2551                5         -27.7616          5.64805          8.50395         -1.70589         -50.7887          10.4939
          49.5918         -25.2551                5         -38.5728          7.91893          17.0993         -3.50173         -38.4426          8.00203
          53.2653         -25.2551                5         -42.3153          8.76361          19.8648         -4.13303         -17.4929          3.61291
          56.9388         -25.2551                5         -37.8236          7.83071          18.2122         -3.79086          3.16691        -0.731975
          60.6122         -25.2551                5         -25.5031          5.22009          12.5232         -2.57531          13.4829         -2.82512
          64.2857         -25.2551                5         -12.3982          2.52527          5.40168         -1.10565          12.0243         -2.50579
          67.9592         -25.2551                5         -7.53349          1.52884          3.08272        -0.628409          10.4529         -2.15577
          71.6327         -25.2551                5         -5.08011          1.03645          1.66365        -0.343414          7.55537         -1.54792
          75.3061         -25.2551                5         -3.25144          0.66753         0.678045        -0.142569          4.48607        -0.922152
          78.9796         -25.2551                5         -2.07039         0.423437         0.328642       -0.0687421          3.65355        -0.751762
          82.6531         -25.2551                5         -1.23601         0.252002         0.168688       -0.0347922           3.1911        -0.654645
          86.3265         -25.2551                5        -0.749466         0.153127        0.0834991       -0.0166895          2.62649        -0.537947
               90         -25.2551                5        -0.458571        0.0936207          0.12615       -0.0257499          1.73459          -0.3556
              -90         -21.8878                5         0.182054         -0.03635       0.00279085     -0.000474141       -0.0289117        0.0084059
         -86.3265         -21.8878                5         0.446808       -0.0902754        0.0782825       -0.0157756       -0.0301098        0.0087596
         -82.6531         -21.8878                5         0.579082        -0.116884         0.100719       -0.0197325        0.0425752      -0.00628543
         -78.9796         -21.8878                5          0.71399        -0.143912         0.146521       -0.0284314          0.26732       -0.0523726
         -75.3061         -21.8878                5          1.19535        -0.242654         0.409683        -0.083885          0.30384       -0.0615202
         -71.6327         -21.8878                5          1.95812         -0.39604         0.733669        -0.148094        -0.299817        0.0479999
         -67.9592         -21.8878                5          2.74414        -0.566924         0.976526         -0.20413         -1.21474         0.256475
         -64.2857         -21.8878                5          3.59845        -0.753148          1.28662         -0.27754         -2.44249         0.535708
         -60.6122         -21.8878                5          3.61769        -0.749191          1.06848        -0.239259         -5.47627          1.10992
         -56.9388         -21.8878                5          2.71087        -0.571982         0.632285        -0.153939         -5.65457          1.21835
         -53.2653         -21.8878                5          1.81969        -0.338101        0.0370495      -0.00100566         -6.05666          1.22464
         -49.5918         -21.8878                5          1.18201        -0.214195        -0.387431        0.0801814         -5.98461          1.21566
         -45.9184         -21.8878                5         0.753317        -0.138986        -0.804002         0.154947         -5.88336          1.19879
         -42.2449         -21.8878                5         0.561518        -0.107726        -0.986081         0.193663         -5.73576          1.15197
         -38.5714         -21.8878                5         0.471989       -0.0934962          -1.0696         0.209479         -5.51466          1.09589
          -34.898         -21.8878                5         0.421141       -0.0872798         -1.10434         0.216399         -5.22716          1.04076
         -31.2245         -21.8878                5         0.396057       -0.0869081         -1.05824         0.212779         -4.92407         0.981325
          -27.551         -21.8878                5         0.340761       -0.0623722         -1.04109         0.184254         -4.64377         0.959036
         -23.8776         -21.8878                5         0.264686       -0.0708907        -0.773813         0.180288         -4.06012         0.823346
         -20.2041         -21.8878                5         0.547092       -0.0889058        -0.906669          0.17236         -3.40365         0.720549
         -16.5306         -21.8878                5         0.751578        -0.143515        -0.784826         0.161149         -3.14011         0.655824
         -12.8571         -21.8878                5          1.05306        -0.193797        -0.610864         0.114593         -2.61009         0.524158
         -9.18367         -21.8878                5          1.39927        -0.258995        -0.449305         0.078031         -1.94716         0.377624
          -5.5102         -21.8878                5          1.99626        -0.376758        -0.246732         0.035709        -0.897749         0.157299
         -1.83673         -21.8878                5          2.95318        -0.574207       -0.0565493      -0.00110607         0.250846       -0.0941466
          1.83673         -21.8878                5          4.38615        -0.866623          0.61309        -0.140845          2.35465        -0.534427
           5.5102         -21.8878                5          7.69317         -1.51613          2.21465        -0.465069          3.31005         -0.87455
          9.18367         -21.8878                5          13.7555         -2.87108          5.40502         -1.17846          6.39294         -1.43928
          12.8571         -21.8878                5          27.5346         -5.74445           12.158         -2.58835          4.07887        -0.893803
          16.5306         -21.8878                5          37.3032         -7.78949          17.2907         -3.66597         -5.36032          1.13085
          20.2041         -21.8878                5          41.0391         -8.55619          18.8039         -3.95996         -26.6624          5.55909
          23.8776         -21.8878                5          32.3824         -6.65618          13.8062         -2.85131         -49.8083           10.367
           27.551         -21.8878                5          17.5182         -3.55625          4.56142        -0.930838         -57.1334          11.7587
          31.2245         -21.8878                5          7.06287          -1.4194         -1.19584         0.244724         -55.5269          11.3911
           34.898         -21.8878                5          1.10861        -0.207895         -3.26872         0.671881         -53.0375          10.8776
          38.5714         -21.8878                5         -4.08924         0.843439         -3.66621         0.748383         -52.1579          10.6812
          42.2449         -21.8878                5         -11.2811          2.29546        -0.821407         0.181412         -52.6807          10.7809
          45.9184         -21.8878                5         -21.4912          4.37668          4.28308         -0.87212         -49.8595          10.2428
          49.5918         -21.8878                5         -32.4403          6.58748          12.3491         -2.50481         -48.7381          10.1009
          53.2653         -21.8878                5         -41.2397          8.51251          17.4422          -3.6242         -28.3424          5.89747
          56.9388         -21.8878                5         -41.5125          8.62502          18.9964         -3.98135         -8.94457          1.82234
          60.6122         -21.8878                5         -28.9858           5.9507          13.2248         -2.73376          13.3157         -2.78501
          64.2857         -21.8878                5         -16.2767          3.33301          6.42342         -1.33002           11.254         -2.36876
          67.9592         -21.8878                5         -8.61823          1.74391          3.11866         -0.63587          11.8776         -2.45924
          71.6327         -21.8878                5         -5.53783          1.12962          1.73745        -0.359379          8.09598         -1.66047
          75.3061         -21.8878                5         -3.57912          0.73784         0.748692        -0.158536          4.59741        -0.949096
          78.9796         -21.8878                5         -2.25755         0.464002         0.360362       -0.0761963          3.75994        -0.776356
          82.6531         -21.8878                5         -1.31782          0.26965         0.178634       -0.0372021          3.32382        -0.682903
          86.3265         -21.8878                5        -0.811666         0.165411         0.102331       -0.0205809          2.81558        -0.576474
               90         -21.8878                5        -0.510872         0.104286        0.0554607       -0.0112837          1.82474        -0.374083
              -90         -18.5204                5         0.242144       -0.0484918        0.0243381      -0.00485584       -0.0738702        0.0177625
         -86.3265         -18.5204                5         0.466283       -0.0940897         0.047749      -0.00942673         -0.16889          0.03712
         -82.6531         -18.5204                5         0.611929        -0.123501        0.0668187       -0.0127305        -0.136939        0.0304378
         -78.9796         -18.5204                5         0.693978        -0.139794        0.0935094       -0.0172364        0.0313957      -0.00417048
         -75.3061         -18.5204                5          1.17517        -0.239011         0.294009       -0.0600507        -0.170552         0.035049
         -71.6327         -18.5204                5          1.86993         -0.38049         0.510159        -0.105317         -1.17412         0.231054
         -67.9592         -18.5204                5          2.58432         -0.53615         0.869099        -0.185774         -2.41701          0.49904
         -64.2857         -18.5204                5          3.87459         -0.81963          1.58678        -0.345199         -4.09468         0.877553
         -60.6122         -18.5204                5          2.74184        -0.580197         0.590632        -0.146432         -6.63796          1.30856
         -56.9388         -18.5204                5          1.95784        -0.387158         0.115258       -0.0163271         -6.67554          1.37217
         -53.2653         -18.5204                5          1.41019           -0.263        -0.464376        0.0989114         -6.72308          1.36664
         -49.5918         -18.5204                5         0.922482        -0.167158          -1.0231         0.190066         -6.67495          1.36579
         -45.9184         -18.5204                5         0.528413       -0.0954861          -1.3374         0.249441         -6.76448          1.35723
         -42.2449         -18.5204                5         0.327175       -0.0646875         -1.61211         0.298813         -6.71794          1.33985
         -38.5714         -18.5204                5         0.286586        -0.058767         -1.76866         0.320464          -6.4619          1.30357
          -34.898         -18.5204                5         0.338524       -0.0686757         -1.68828         0.310028         -6.17651          1.25678
         -31.2245         -18.5204                5         0.437525        -0.089833         -1.61993         0.302803         -5.84764          1.20183
          -27.551         -18.5204                5         0.443672        -0.110932         -1.52418         0.301603         -5.79167          1.13977
         -23.8776         -18.5204                5          0.23152        -0.096781         -1.20581         0.273777         -5.11964           1.0126
         -20.2041         -18.5204                5         0.578967        -0.108075         -1.44555         0.282652         -4.22816         0.867198
         -16.5306         -18.5204                5         0.794855        -0.159005         -1.27543         0.256198         -3.73249         0.727902
         -12.8571         -18.5204                5          1.19476        -0.223987         -1.13447         0.218863         -3.04589         0.608074
         -9.18367         -18.5204                5          1.50915        -0.284626        -0.913684         0.170965          -2.3109         0.460239
          -5.5102         -18.5204                5          2.14178        -0.409131        -0.612948         0.108134         -1.19253         0.220214
         -1.83673         -18.5204                5           3.1382        -0.609663        -0.278526        0.0378678       -0.0787997       -0.0268773
          1.83673         -18.5204                5           5.8179         -1.17531         0.593628         -0.14935          1.94789        -0.422777
           5.5102         -18.5204                5          9.41238         -1.93105          2.23837        -0.497915          3.61785        -0.780394
          9.18367         -18.5204                5          17.6906         -3.73773          5.59365         -1.25737          7.03679         -1.66237
          12.8571         -18.5204                5           32.878         -6.86481          13.6266          -2.8994          -1.4369         0.268214
          16.5306         -18.5204                5          40.7619         -8.51991           15.086         -3.22337         -19.9116           4.1238
          20.2041         -18.5204                5          36.5191         -7.54819          12.3569         -2.60573         -42.8934          8.97825
          23.8776         -18.5204                5          24.0194         -4.89599          4.87172          -1.0273          -57.316          11.8586
           27.551         -18.5204                5          10.8277         -2.19097         -3.81387         0.784146         -57.7915          11.8917
          31.2245         -18.5204                5          4.56936         -0.93087          -8.9041          1.81364         -53.1622          10.9894
           34.898         -18.5204                5         0.118447       -0.0176761         -8.55747          1.76701         -51.8158          10.6929
          38.5714         -18.5204                5         -3.91266         0.814963         -6.64402          1.37363         -51.6954          10.6018
          42.2449         -18.5204                5         -7.63425          1.57706         -3.33826         0.679981         -52.8178          10.7531
          45.9184         -18.5204                5         -15.5716          3.14104         -2.04043         0.427219         -53.7717          10.9832
          49.5918         -18.5204                5         -23.2216          4.68641          3.56304        -0.714137         -54.1665          11.1314
          53.2653         -18.5204                5         -34.8621          7.16766          11.5409         -2.41167         -41.0104          8.50027
          56.9388         -18.5204                5         -42.6313          8.84935          16.7324         -3.52424         -23.0143          4.78254
          60.6122         -18.5204                5          -36.664          7.61428           15.405         -3.24243        -0.191625       -0.0549758
