           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
          20.2041            -82.5                5        -0.129051        0.0256095         0.819226        -0.165601          1.49983        -0.304619
          23.8776            -82.5                5        -0.109109        0.0214757         0.784027        -0.158688          1.48202        -0.301132
           27.551            -82.5                5        0.0359873      -0.00783044         0.737553        -0.149259          1.56103        -0.317457
          31.2245            -82.5                5        0.0767469       -0.0160351         0.709301        -0.143668          1.60068        -0.325848
           34.898            -82.5                5        0.0230369      -0.00507174          0.69732        -0.141405          1.60537        -0.327039
          38.5714            -82.5                5       -0.0257753       0.00493746         0.657976         -0.13356          1.59646        -0.325396
          42.2449            -82.5                5       -0.0696898        0.0139925         0.591267        -0.120132          1.57395        -0.320916
          45.9184            -82.5                5        -0.108706        0.0220933         0.497194        -0.101123          1.53785          -0.3136
          49.5918            -82.5                5        -0.142825        0.0292399         0.375757       -0.0765321          1.48816        -0.303448
          53.2653            -82.5                5        -0.171562        0.0353204         0.235995       -0.0481905          1.42218        -0.289928
          56.9388            -82.5                5        -0.176115        0.0361514         0.281455       -0.0573891          1.26375        -0.257896
          60.6122            -82.5                5        -0.160248        0.0327478         0.306688       -0.0625401          1.05983        -0.216585
          64.2857            -82.5                5        -0.139629        0.0284285         0.284323       -0.0580102         0.919695         -0.18815
          67.9592            -82.5                5        -0.130481         0.026587          0.22371       -0.0456361         0.902167        -0.184534
          71.6327            -82.5                5        -0.116386        0.0237292         0.168579       -0.0343827         0.871014        -0.178135
          75.3061            -82.5                5       -0.0973438         0.019855         0.118931       -0.0242501         0.826237        -0.168952
          78.9796            -82.5                5       -0.0733545        0.0149644         0.074766       -0.0152382         0.767834        -0.156985
          82.6531            -82.5                5       -0.0719351        0.0146779        0.0750982        -0.015326         0.684131        -0.139869
          86.3265            -82.5                5        -0.102474        0.0209219         0.107922       -0.0220574          0.57628        -0.117835
               90            -82.5                5        -0.143744        0.0293636         0.135243       -0.0276617          0.45489       -0.0930301
              -90         -79.1327                5        0.0492885      -0.00991314        0.0213599      -0.00424242         0.131986       -0.0262929
         -86.3265         -79.1327                5        0.0499153       -0.0100374        0.0213716       -0.0042408         0.171072        -0.034171
         -82.6531         -79.1327                5        0.0342499      -0.00687682        0.0128671      -0.00251844         0.219733       -0.0439812
         -78.9796         -79.1327                5        0.0521177       -0.0104736        0.0249456      -0.00494447         0.243898       -0.0488667
         -75.3061         -79.1327                5        0.0721134       -0.0145034        0.0430788      -0.00859482         0.262428       -0.0526152
         -71.6327         -79.1327                5        0.0875137       -0.0176119        0.0633681       -0.0126847         0.279522       -0.0560708
         -67.9592         -79.1327                5        0.0983185        -0.019799        0.0858136        -0.017214         0.295181       -0.0592334
         -64.2857         -79.1327                5          0.10335       -0.0208163         0.124386       -0.0250041          0.28999       -0.0582131
         -60.6122         -79.1327                5         0.128253       -0.0261555         0.201087       -0.0407711         0.349348       -0.0703115
         -56.9388         -79.1327                5         0.106237       -0.0220003         0.231242        -0.047179          0.61634        -0.124233
         -53.2653         -79.1327                5        0.0917425       -0.0190219         0.209399       -0.0427015         0.843392        -0.169962
         -49.5918         -79.1327                5         0.112022        -0.023073         0.259276       -0.0527424         0.958308        -0.193162
         -45.9184         -79.1327                5         0.157448       -0.0321533         0.359973       -0.0730085          1.00513        -0.202689
         -42.2449         -79.1327                5         0.209687       -0.0426257         0.446816       -0.0904466          1.05065         -0.21196
         -38.5714         -79.1327                5         0.268737       -0.0544902         0.519806        -0.105057          1.09486        -0.220975
          -34.898         -79.1327                5         0.292577       -0.0594747         0.394752       -0.0808246          1.14057        -0.230506
         -31.2245         -79.1327                5         0.169451       -0.0341865         0.287955       -0.0587667          1.38121        -0.279417
          -27.551         -79.1327                5         0.242457       -0.0489641         0.327891       -0.0667673          1.46659        -0.296394
         -23.8776         -79.1327                5         0.179729        -0.036244        0.0532827       -0.0134117          1.41711        -0.286399
         -20.2041         -79.1327                5         0.136169        -0.026884         0.329334       -0.0685288           1.5482         -0.31311
         -16.5306         -79.1327                5         0.101258       -0.0200151         0.470225       -0.0967209          1.62962        -0.329462
         -12.8571         -79.1327                5        0.0647904       -0.0128444         0.590347        -0.120789          1.71648        -0.346842
         -9.18367         -79.1327                5        0.0273197      -0.00547955         0.692742        -0.141332          1.80975        -0.365449
          -5.5102         -79.1327                5       -0.0111537       0.00207945         0.777412        -0.158349          1.90945        -0.385283
         -1.83673         -79.1327                5        0.0388773      -0.00810725         0.738833        -0.152339          1.91183        -0.385598
          1.83673         -79.1327                5          0.16253       -0.0332659          0.84894        -0.173476          2.05983        -0.415576
           5.5102         -79.1327                5        0.0896337       -0.0183832         0.778263        -0.159946          2.12921        -0.430496
          9.18367         -79.1327                5       -0.0683652        0.0136168         0.947197        -0.191485          2.26673        -0.458077
          12.8571         -79.1327                5       -0.0264318       0.00504201          1.04051        -0.210343          2.32467        -0.470597
          16.5306         -79.1327                5        0.0286534      -0.00621094          1.09883        -0.222314          2.32485        -0.471317
          20.2041         -79.1327                5        0.0955834        -0.019876          1.12778        -0.228434          2.27041        -0.460832
          23.8776         -79.1327                5        0.0896093       -0.0186671         0.654636        -0.135314          2.32957        -0.473408
           27.551         -79.1327                5        -0.056346        0.0108249         0.722863        -0.147109          2.64529        -0.537848
          31.2245         -79.1327                5       -0.0295043       0.00555314         0.765778        -0.156476           2.5295         -0.51525
           34.898         -79.1327                5        -0.101992        0.0204397          1.06305        -0.216171          2.38045        -0.486145
          38.5714         -79.1327                5        -0.137946        0.0279203          0.99428        -0.202327          2.31867        -0.473784
          42.2449         -79.1327                5        -0.168639        0.0343725         0.874978        -0.178328          2.24168        -0.458222
          45.9184         -79.1327                5        -0.194433        0.0398705         0.728312        -0.148746           2.1511        -0.439824
          49.5918         -79.1327                5         -0.21533        0.0444144         0.554281        -0.113583          2.04693         -0.41859
          53.2653         -79.1327                5        -0.231535        0.0479751         0.387501       -0.0798407          1.91507        -0.391705
          56.9388         -79.1327                5        -0.235321        0.0485348         0.415557       -0.0855246          1.66274        -0.340581
          60.6122         -79.1327                5        -0.249725        0.0515633         0.439109       -0.0904196          1.28653        -0.263908
          64.2857         -79.1327                5         -0.19893        0.0405303         0.350198        -0.071478          1.07094        -0.219065
          67.9592         -79.1327                5        -0.161726        0.0329306         0.269603       -0.0550338          1.01783        -0.208197
          71.6327         -79.1327                5        -0.144494        0.0294345          0.21145        -0.043159         0.980703        -0.200588
          75.3061         -79.1327                5        -0.123636         0.025195         0.160641       -0.0327828         0.931148         -0.19044
          78.9796         -79.1327                5       -0.0978318        0.0199391         0.115315       -0.0235273         0.867969        -0.177509
          82.6531         -79.1327                5       -0.0793226        0.0161668        0.0875885        -0.017872         0.786633        -0.160873
          86.3265         -79.1327                5        -0.125647        0.0256342         0.118938       -0.0243025         0.669282        -0.136901
               90         -79.1327                5        -0.104993        0.0214325        0.0993905       -0.0203298         0.556958        -0.113945
              -90         -75.7653                5        0.0449787      -0.00904285        0.0185622       -0.0036786          0.14644       -0.0291654
         -86.3265         -75.7653                5        0.0496963      -0.00999112        0.0186473      -0.00369017         0.187516        -0.037444
         -82.6531         -75.7653                5        0.0542633       -0.0109074        0.0204233      -0.00404129          0.21494       -0.0429767
         -78.9796         -75.7653                5        0.0807214       -0.0162362        0.0356791      -0.00710785         0.237028       -0.0474418
         -75.3061         -75.7653                5         0.102306       -0.0205877         0.052949        -0.010585         0.257888       -0.0516554
         -71.6327         -75.7653                5         0.112791       -0.0226981        0.0793956       -0.0159186         0.276044       -0.0553284
         -67.9592         -75.7653                5          0.12068       -0.0242852          0.11793       -0.0236958         0.301489       -0.0604848
         -64.2857         -75.7653                5         0.138108       -0.0278081          0.16013       -0.0322167         0.339809       -0.0682436
         -60.6122         -75.7653                5          0.19734       -0.0402432         0.259868       -0.0527718         0.473207       -0.0953215
         -56.9388         -75.7653                5         0.195789       -0.0399593         0.270477       -0.0549922         0.756461        -0.152442
         -53.2653         -75.7653                5        0.0693735       -0.0132792        0.0929667       -0.0182522          1.12912        -0.227178
         -49.5918         -75.7653                5        0.0324933       -0.0049118        0.0308317      -0.00497008          1.38315        -0.278158
         -45.9184         -75.7653                5         0.140621        -0.026615         0.154493        -0.029804          1.48997        -0.299811
         -42.2449         -75.7653                5         0.255561       -0.0497103         0.264302       -0.0518099           1.5955        -0.321209
         -38.5714         -75.7653                5         0.386405       -0.0773161          0.35635        -0.072415          1.78829        -0.360929
          -34.898         -75.7653                5         0.392487        -0.078994         0.724049        -0.145725           2.2399        -0.452816
         -31.2245         -75.7653                5         0.257596       -0.0510586          1.39888        -0.277213          2.95468        -0.597557
          -27.551         -75.7653                5      -0.00497414        0.0015983         0.740485        -0.147736          2.94359        -0.594955
         -23.8776         -75.7653                5        -0.150628        0.0307686         0.575716        -0.115115          3.01775        -0.609587
         -20.2041         -75.7653                5       -0.0148814        0.0037713          1.60193        -0.315964           3.4496        -0.696609
         -16.5306         -75.7653                5        0.0554582       -0.0104231          2.21121        -0.435832           3.6634        -0.739476
         -12.8571         -75.7653                5         0.063164       -0.0122817          2.15281        -0.426551          3.26997        -0.660069
         -9.18367         -75.7653                5        0.0672097       -0.0133742          2.05408        -0.409283          2.86022        -0.577417
          -5.5102         -75.7653                5        0.0968069       -0.0195458          1.87349        -0.376339          2.52598        -0.509668
         -1.83673         -75.7653                5         0.211096       -0.0428727          1.60408        -0.325716          2.49203        -0.501181
          1.83673         -75.7653                5         0.222296       -0.0458617          1.79861        -0.360242          2.91037        -0.583968
           5.5102         -75.7653                5        0.0515585       -0.0107202          2.65749        -0.526997          3.15048        -0.637458
          9.18367         -75.7653                5       -0.0357597        0.0067792           1.9681        -0.386126          3.17508        -0.639767
          12.8571         -75.7653                5        0.0100144      -0.00268589          2.20679        -0.440895           3.0579        -0.614425
          16.5306         -75.7653                5        0.0717636       -0.0151956          2.24559        -0.448732          3.28268        -0.660472
          20.2041         -75.7653                5         0.188549       -0.0388812          2.17907        -0.434514          3.45981        -0.696128
          23.8776         -75.7653                5         0.132519       -0.0275161          1.83647        -0.361907            3.764         -0.75707
           27.551         -75.7653                5        -0.279245        0.0568009          2.17624        -0.427901          4.23255        -0.855812
          31.2245         -75.7653                5        -0.187126        0.0365727          2.08802        -0.417951          4.22064        -0.858607
           34.898         -75.7653                5        -0.242289        0.0473447          1.54106        -0.311209          3.57358        -0.727752
          38.5714         -75.7653                5        -0.246457        0.0477545          1.23264        -0.249242          3.16925        -0.645861
          42.2449         -75.7653                5        -0.233596        0.0449941          1.02827        -0.206986          3.06228        -0.624001
          45.9184         -75.7653                5        -0.217554        0.0417537          0.76606        -0.153598          3.01108        -0.613317
          49.5918         -75.7653                5        -0.185172        0.0351937          0.47426        -0.094189           2.9357        -0.597634
          53.2653         -75.7653                5        -0.208737        0.0407422         0.317374       -0.0630457          2.68207        -0.546373
          56.9388         -75.7653                5        -0.325192        0.0665485         0.504726        -0.103486          2.07591        -0.424803
          60.6122         -75.7653                5        -0.346528        0.0713535         0.536837        -0.110463          1.62213        -0.332579
          64.2857         -75.7653                5         -0.28199        0.0574535         0.433001       -0.0883982          1.34251        -0.274618
          67.9592         -75.7653                5         -0.22562        0.0459397         0.340589       -0.0695372          1.20629        -0.246758
          71.6327         -75.7653                5        -0.193107        0.0393116         0.262224       -0.0535435           1.0949        -0.223976
          75.3061         -75.7653                5        -0.177137        0.0360736         0.200756       -0.0409951          1.01408        -0.207445
          78.9796         -75.7653                5        -0.149517        0.0304525         0.154269       -0.0314961         0.946124        -0.193548
          82.6531         -75.7653                5         -0.11691        0.0238081         0.113027       -0.0230698         0.864515        -0.176863
          86.3265         -75.7653                5       -0.0929803        0.0189418         0.085395       -0.0174416         0.771237          -0.1578
               90         -75.7653                5       -0.0703002        0.0143212        0.0723298       -0.0147919         0.650675        -0.133146
              -90          -72.398                5        0.0398781      -0.00801306        0.0172553      -0.00341807         0.155927       -0.0310321
         -86.3265          -72.398                5         0.054308       -0.0109165        0.0178434       -0.0035204         0.192191       -0.0383314
         -82.6531          -72.398                5        0.0649123       -0.0130483        0.0206413      -0.00407169          0.20994       -0.0419069
         -78.9796          -72.398                5        0.0904081       -0.0181809        0.0359071      -0.00714034         0.230851       -0.0461341
         -75.3061          -72.398                5          0.13998       -0.0281931        0.0661801       -0.0132677         0.263098       -0.0526558
         -71.6327          -72.398                5         0.235198       -0.0474516         0.117374       -0.0236561         0.356448       -0.0715375
         -67.9592          -72.398                5         0.271438       -0.0547772         0.152672       -0.0307852         0.437296       -0.0878868
         -64.2857          -72.398                5         0.300391       -0.0606231         0.195879       -0.0395087         0.488151       -0.0981788
         -60.6122          -72.398                5         0.257849       -0.0524744         0.231373       -0.0468832         0.677302        -0.136493
         -56.9388          -72.398                5         0.268477       -0.0545213         0.246531       -0.0500127          1.00645        -0.202857
         -53.2653          -72.398                5         0.163348       -0.0327449         0.120635       -0.0247549          1.32678        -0.267318
         -49.5918          -72.398                5          0.78485        -0.157775          0.76377        -0.153192          1.33445        -0.269773
         -45.9184          -72.398                5         0.822992        -0.165212         0.863466        -0.173149          1.40774        -0.284472
         -42.2449          -72.398                5         0.875976        -0.175639         0.948121        -0.190012          1.49176        -0.301346
         -38.5714          -72.398                5         0.692038        -0.137897          1.74333        -0.351821          1.18824        -0.240138
          -34.898          -72.398                5          0.65063        -0.130528          2.69854        -0.545244          1.50863        -0.305886
         -31.2245          -72.398                5         0.462784       -0.0922632          3.50108        -0.705012          2.00866        -0.408402
          -27.551          -72.398                5         0.514354        -0.102782          4.10461        -0.829241           1.9976        -0.411306
         -23.8776          -72.398                5         0.193924       -0.0388485           3.5129         -0.71066          2.07018          -0.4247
         -20.2041          -72.398                5         0.152773       -0.0306568          4.10304        -0.823695          2.50151        -0.510684
         -16.5306          -72.398                5         0.171429       -0.0322932          3.40667        -0.678192          2.68245        -0.542067
         -12.8571          -72.398                5         0.204252       -0.0405876           3.2128        -0.639876          2.69525        -0.545488
         -9.18367          -72.398                5         0.193631       -0.0386993           3.0535        -0.610258           2.3273        -0.471129
          -5.5102          -72.398                5          0.22843       -0.0461101          2.73403        -0.550647          2.11505        -0.426083
         -1.83673          -72.398                5         0.214027       -0.0440548           2.6876        -0.541099          2.33216         -0.46633
          1.83673          -72.398                5         0.169296       -0.0363856          2.96591        -0.587733          2.83337        -0.567851
           5.5102          -72.398                5         0.185356       -0.0375341          4.55623        -0.916098          2.52432         -0.51461
          9.18367          -72.398                5          0.25211       -0.0516414          4.30285        -0.862288          2.35029        -0.478279
          12.8571          -72.398                5         0.206867       -0.0428158          3.61398        -0.720583          2.56044         -0.51363
          16.5306          -72.398                5         0.171396        -0.035549          3.73546        -0.745949          2.72553        -0.545312
          20.2041          -72.398                5         0.104688       -0.0212306          3.77681        -0.751909           2.8796        -0.576744
          23.8776          -72.398                5       -0.0112269       0.00259901          4.88943        -0.983491          3.30218        -0.674135
           27.551          -72.398                5         0.029751      -0.00747819          4.27928        -0.863215          3.37531        -0.690628
          31.2245          -72.398                5        -0.260302        0.0501703          4.62528        -0.929478          3.79415        -0.773121
           34.898          -72.398                5        -0.479427        0.0946964          3.24751        -0.655149          4.13452         -0.84363
          38.5714          -72.398                5        -0.574526          0.11391          2.39292        -0.485236          3.53432        -0.721129
          42.2449          -72.398                5        -0.618631         0.122761          1.77686        -0.360097          3.17685         -0.64759
          45.9184          -72.398                5        -0.643312         0.127875          1.41964        -0.286746          3.10576        -0.632606
          49.5918          -72.398                5        -0.656433         0.130804          1.07374         -0.21625          3.06131        -0.623307
          53.2653          -72.398                5        -0.536154         0.108173         0.697003        -0.140856           3.0288        -0.618888
          56.9388          -72.398                5        -0.520257         0.106504         0.641039        -0.131084          2.59344        -0.531409
          60.6122          -72.398                5        -0.543749         0.111626         0.651274        -0.133566          2.12002        -0.434759
          64.2857          -72.398                5        -0.484166        0.0989679          0.54111        -0.110575          1.71179         -0.35052
          67.9592          -72.398                5        -0.378754        0.0772203         0.430538       -0.0879038           1.4086         -0.28818
          71.6327          -72.398                5         -0.30943        0.0630479         0.335106        -0.068425            1.276        -0.261053
          75.3061          -72.398                5        -0.267026        0.0544239         0.251015       -0.0512669          1.14736        -0.234742
          78.9796          -72.398                5        -0.208357        0.0425259         0.173903       -0.0355358          1.00801        -0.206263
          82.6531          -72.398                5        -0.173022        0.0353249         0.130009       -0.0265646         0.925406         -0.18937
          86.3265          -72.398                5        -0.113164        0.0230915        0.0810591        -0.016569         0.842242        -0.172372
               90          -72.398                5        -0.048206       0.00978426        0.0565464         -0.01156         0.732322        -0.149875
              -90         -69.0306                5        0.0480359      -0.00965023        0.0173928       -0.0034326         0.156451       -0.0310777
         -86.3265         -69.0306                5        0.0634187       -0.0127462        0.0176165      -0.00346189         0.189289       -0.0376885
         -82.6531         -69.0306                5        0.0746823       -0.0150108        0.0201648      -0.00396315         0.204119        -0.040677
         -78.9796         -69.0306                5         0.102259        -0.020563        0.0369426         -0.00734         0.224896       -0.0448772
         -75.3061         -69.0306                5         0.211113       -0.0425655        0.0956945       -0.0192686         0.298112       -0.0596868
         -71.6327         -69.0306                5         0.261063       -0.0526636         0.125907       -0.0253757         0.410132       -0.0823256
         -67.9592         -69.0306                5         0.252109       -0.0508573         0.127579       -0.0256615         0.560957        -0.112794
         -64.2857         -69.0306                5         0.243654       -0.0491456         0.138175       -0.0277494         0.687248        -0.138312
         -60.6122         -69.0306                5         0.151851       -0.0310165         0.167649       -0.0338243         0.886945        -0.178757
         -56.9388         -69.0306                5        0.0557553       -0.0114207         0.171657       -0.0344836          1.23748        -0.249428
         -53.2653         -69.0306                5         0.230881       -0.0453728         0.223441       -0.0443674          1.60575         -0.32342
         -49.5918         -69.0306                5          1.32044        -0.266763          1.06777        -0.216126          1.44047        -0.292289
         -45.9184         -69.0306                5          1.57099        -0.317158          1.53497        -0.309496          1.03598        -0.210454
         -42.2449         -69.0306                5          1.59004        -0.320857          1.65856        -0.334362          1.04956        -0.213068
         -38.5714         -69.0306                5          1.15741        -0.232554          2.83138        -0.571225        -0.109144        0.0225635
          -34.898         -69.0306                5          1.06154         -0.21488            4.338         -0.87854         -0.03216       0.00555409
         -31.2245         -69.0306                5         0.699212        -0.140378          4.65715        -0.943075          0.34112       -0.0721233
          -27.551         -69.0306                5         0.542003        -0.107206          4.53576        -0.919527         0.667009        -0.139454
         -23.8776         -69.0306                5         0.541137        -0.107563          5.38728         -1.09748       -0.0596373       0.00668673
         -20.2041         -69.0306                5          0.32764       -0.0651525           5.2585         -1.06803         0.216262       -0.0459354
         -16.5306         -69.0306                5         0.379184        -0.073578           5.4058         -1.09704         0.328224        -0.072928
         -12.8571         -69.0306                5         0.271695       -0.0516468          4.08847        -0.818956          1.21711        -0.246061
         -9.18367         -69.0306                5         0.268531       -0.0523563          4.03422        -0.807248          1.30775        -0.265176
          -5.5102         -69.0306                5          0.14934       -0.0302905          4.97871        -0.994822          1.62799        -0.333531
         -1.83673         -69.0306                5         0.103803       -0.0217229          4.85443        -0.964746          2.35992        -0.477596
          1.83673         -69.0306                5         0.168938       -0.0359042          4.91221        -0.983819          2.17436        -0.439139
           5.5102         -69.0306                5         0.278127        -0.056615          5.77274         -1.16314          1.88212        -0.386164
          9.18367         -69.0306                5         0.346445       -0.0708918          5.45066         -1.09487          1.84385        -0.377046
          12.8571         -69.0306                5          0.36123       -0.0740989          5.20238          -1.0438          1.78061         -0.36247
          16.5306         -69.0306                5         0.295484       -0.0607043          4.96363        -0.994342            2.006        -0.402059
          20.2041         -69.0306                5         0.116355       -0.0231531          5.51759         -1.10661           2.0458         -0.41492
          23.8776         -69.0306                5         0.254634        -0.052198          6.04384         -1.21819          2.12902        -0.436316
           27.551         -69.0306                5         0.218173       -0.0481395          6.02795         -1.21605          2.50004        -0.514442
          31.2245         -69.0306                5        -0.105936        0.0153044           6.6382         -1.33903          2.89748        -0.594408
           34.898         -69.0306                5        -0.743608         0.147975          5.80867         -1.17222          3.95459        -0.808169
          38.5714         -69.0306                5         -0.90606         0.180872           4.3183        -0.874767           3.9673        -0.811355
          42.2449         -69.0306                5         -1.04148         0.208548          3.15003         -0.64038          3.42519        -0.699481
          45.9184         -69.0306                5          -1.1259         0.225861          2.22029        -0.450767          3.12581        -0.636572
          49.5918         -69.0306                5         -1.14007          0.23068          1.77268        -0.360399          3.24773        -0.663706
          53.2653         -69.0306                5        -0.982285         0.199794          1.28014        -0.260668          3.31732        -0.679469
          56.9388         -69.0306                5        -0.662997         0.135272         0.734873        -0.149815          3.24098        -0.664094
          60.6122         -69.0306                5        -0.689174         0.140806         0.722574        -0.147659          2.74887        -0.563179
          64.2857         -69.0306                5        -0.630958         0.128958          0.60427        -0.123449          2.21002        -0.452727
          67.9592         -69.0306                5        -0.494046         0.100936         0.483895       -0.0988687           1.7351        -0.355329
          71.6327         -69.0306                5        -0.340175        0.0693144         0.369269       -0.0754107          1.45802        -0.298362
          75.3061         -69.0306                5        -0.295322        0.0601685         0.282088       -0.0576165          1.31833        -0.269771
          78.9796         -69.0306                5        -0.282145        0.0576116         0.207578       -0.0424222          1.11226        -0.227626
          82.6531         -69.0306                5        -0.221485        0.0452597         0.145928       -0.0298337         0.987443         -0.20211
          86.3265         -69.0306                5        -0.164694        0.0336627        0.0942739       -0.0192905         0.895784        -0.183376
               90         -69.0306                5        -0.104355        0.0213109        0.0675621       -0.0138383         0.775577        -0.158777
              -90         -65.6633                5        0.0553326       -0.0111126        0.0168333       -0.0033077         0.156133       -0.0309592
         -86.3265         -65.6633                5        0.0716684       -0.0144011        0.0166927      -0.00326393         0.185546       -0.0368814
         -82.6531         -65.6633                5        0.0835732       -0.0167948        0.0189938      -0.00371566         0.197476       -0.0392869
         -78.9796         -65.6633                5         0.182099       -0.0366946        0.0727446       -0.0146251          0.24695       -0.0492925
         -75.3061         -65.6633                5         0.245685       -0.0495368         0.110515       -0.0222725         0.338836       -0.0678591
         -71.6327         -65.6633                5         0.250368       -0.0504745         0.119745       -0.0240985         0.469526       -0.0942551
         -67.9592         -65.6633                5         0.196146       -0.0395078         0.100436        -0.020103         0.639021         -0.12848
         -64.2857         -65.6633                5        0.0830198       -0.0166366        0.0525867       -0.0102862          0.84732        -0.170535
         -60.6122         -65.6633                5         0.183065       -0.0371596         0.181898       -0.0364487          1.12814        -0.227571
         -56.9388         -65.6633                5          0.57278        -0.116233         0.519079        -0.104854          1.37224        -0.277562
         -53.2653         -65.6633                5          1.15101        -0.232835         0.921665        -0.186459          1.52647        -0.309486
         -49.5918         -65.6633                5          1.91774        -0.386966          1.38965        -0.281264          1.59084        -0.323343
         -45.9184         -65.6633                5          2.28647         -0.46206          2.02094        -0.408571         0.443502       -0.0913048
         -42.2449         -65.6633                5          2.27072        -0.458854          2.18419         -0.44158          0.38559       -0.0794432
         -38.5714         -65.6633                5          1.76522        -0.358289          3.36061        -0.679842         -1.30826         0.265322
          -34.898         -65.6633                5          1.52194        -0.310471          5.10312         -1.03498         -1.91144          0.38642
         -31.2245         -65.6633                5         0.918318        -0.185213          5.04478         -1.02349         -1.38153         0.278029
          -27.551         -65.6633                5         0.641239        -0.126573          5.09728         -1.03581        -0.880246         0.178205
         -23.8776         -65.6633                5         0.532601        -0.105471          5.27329         -1.07321         -1.32732         0.265564
         -20.2041         -65.6633                5         0.409864       -0.0804745          5.05248         -1.03304         -2.12158         0.433065
         -16.5306         -65.6633                5         0.304495       -0.0570442          4.69867        -0.958284         -2.30066          0.46043
         -12.8571         -65.6633                5         0.279127       -0.0523833          5.01714          -1.0138        -0.707417         0.145361
         -9.18367         -65.6633                5          0.11545       -0.0202137          4.97361        -0.997328        -0.620773          0.12653
          -5.5102         -65.6633                5        0.0373267      -0.00615933          5.32873         -1.07897          -1.4318         0.296897
         -1.83673         -65.6633                5          0.23227       -0.0455881          5.80458         -1.17688          -1.4237          0.28355
          1.83673         -65.6633                5         0.277065        -0.056482          5.68657         -1.15124         -1.58786         0.331345
           5.5102         -65.6633                5         0.320397       -0.0631003            5.526         -1.11182        -0.582687         0.122162
          9.18367         -65.6633                5         0.472282        -0.095295          5.40341         -1.08338        -0.233788        0.0508792
          12.8571         -65.6633                5         0.554688        -0.112829          5.36024         -1.07468        0.0607594      -0.00825394
          16.5306         -65.6633                5         0.493063       -0.0996216          5.62146         -1.12727         0.385725       -0.0766967
          20.2041         -65.6633                5         0.379027       -0.0799455          6.33321         -1.27326         0.679084         -0.13904
          23.8776         -65.6633                5          0.53286        -0.111405          6.70467         -1.35034          1.03032        -0.213107
           27.551         -65.6633                5         0.506474        -0.110138            7.363          -1.4859          1.41712        -0.296266
