           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
         -60.6122         -48.8265                5          2.02006        -0.569392          1.79649        -0.507156          5.52491         -1.56971
         -56.9388         -48.8265                5          3.94182         -1.11909          3.41216        -0.965315          7.81107         -2.23393
         -53.2653         -48.8265                5          6.58077         -1.87174          5.85764         -1.66008          9.06943         -2.60853
         -49.5918         -48.8265                5          9.50751         -2.69812           8.4282          -2.3834          10.6571         -3.07616
         -45.9184         -48.8265                5          19.5839         -5.66004          17.3972         -4.98953          4.06772         -1.21377
         -42.2449         -48.8265                5          22.2794         -6.50274          23.7843         -6.85388         -7.77797          2.24045
         -38.5714         -48.8265                5          8.45076         -2.47544          28.0145         -8.08526          -24.379          7.14869
          -34.898         -48.8265                5         -14.8234          4.38152          27.1126         -7.83515          -22.044          6.47125
         -31.2245         -48.8265                5         -23.9128           6.9921          22.8084          -6.5642         -1.36704         0.353371
          -27.551         -48.8265                5         -16.0912          4.69352          13.6714         -3.93996          8.34935         -2.47268
         -23.8776         -48.8265                5         -9.35287          2.71354          8.12783         -2.31599          6.78365         -2.02885
         -20.2041         -48.8265                5         -6.00995          1.67985             4.95         -1.35045          6.46833         -1.98895
         -16.5306         -48.8265                5         -3.51639         0.899171          2.65288        -0.694755          6.27501         -1.92834
         -12.8571         -48.8265                5         -2.57092         0.693247          1.81018        -0.529803           5.7219         -1.57996
         -9.18367         -48.8265                5         -1.46928         0.449553          1.14329        -0.339006           4.4512         -1.22541
          -5.5102         -48.8265                5         -1.27547         0.355777         0.812186         -0.22605          3.00714        -0.875749
         -1.83673         -48.8265                5        -0.960111         0.266128         0.553282        -0.152228          2.38064        -0.701944
          1.83673         -48.8265                5        -0.719822         0.200044         0.397231        -0.107594          1.94768        -0.580175
           5.5102         -48.8265                5        -0.562004         0.155004         0.286306       -0.0772744          1.57136        -0.473159
          9.18367         -48.8265                5        -0.429703         0.115767         0.181652       -0.0494417          1.21509        -0.370664
          12.8571         -48.8265                5        -0.352003        0.0899883         0.122729       -0.0343445         0.959231        -0.296181
          16.5306         -48.8265                5        -0.179359        0.0269753         0.103962       -0.0358537         0.583507        -0.201406
          20.2041         -48.8265                5        -0.207629        0.0344114        0.0359395       -0.0186596         0.299253        -0.104074
          23.8776         -48.8265                5        -0.293056        0.0590235       -0.0765196        0.0142185         0.170491       -0.0537339
           27.551         -48.8265                5        -0.265916        0.0628816       -0.0885198        0.0230792         0.184164       -0.0537103
          31.2245         -48.8265                5        -0.182636        0.0451279       -0.0435819        0.0123906         0.073051       -0.0269545
           34.898         -48.8265                5        -0.143036         0.035115       0.00133977     -0.000754696       -0.0347599        0.0063968
          38.5714         -48.8265                5        -0.190067        0.0484653        0.0231607      -0.00702399        -0.134137        0.0363682
          42.2449         -48.8265                5        -0.199915        0.0498467       0.00893029      -0.00050422        -0.167043        0.0466117
          45.9184         -48.8265                5        -0.154612        0.0379491       -0.0289496        0.0102891        -0.134551        0.0372969
          49.5918         -48.8265                5        -0.113366        0.0270838       -0.0623123        0.0197199        -0.145909        0.0426848
          53.2653         -48.8265                5       -0.0755463        0.0180884       -0.0757842        0.0228432        -0.163005         0.048347
          56.9388         -48.8265                5       -0.0472914         0.011277       -0.0813095        0.0239893        -0.180842         0.053707
          60.6122         -48.8265                5       -0.0224795       0.00525547       -0.0815952        0.0236574        -0.197753         0.058585
          64.2857         -48.8265                5        -0.010456       0.00215743        -0.077613        0.0223755        -0.206614        0.0607038
          67.9592         -48.8265                5      -0.00568814      0.000921602       -0.0738847        0.0212647        -0.212201        0.0618824
          71.6327         -48.8265                5      -0.00364762      0.000519074       -0.0680903        0.0195535        -0.215186        0.0624266
          75.3061         -48.8265                5     -0.000685141     -0.000134034       -0.0610163        0.0174782        -0.212164         0.061387
          78.9796         -48.8265                5       0.00720728      -0.00227334       -0.0543738        0.0155514        -0.200494        0.0579674
          82.6531         -48.8265                5        0.0129089      -0.00380649       -0.0470526        0.0134386        -0.187368        0.0541433
          86.3265         -48.8265                5        0.0170597      -0.00497994       -0.0461299        0.0131766        -0.166124        0.0479993
               90         -48.8265                5        0.0235357      -0.00681891       -0.0480153        0.0137199        -0.140323         0.040541
              -90         -45.4592                5        0.0753606       -0.0208523        0.0499562       -0.0139955          1.24532        -0.355113
         -86.3265         -45.4592                5         0.449556        -0.127895         0.332787       -0.0946478          1.70047        -0.483887
         -82.6531         -45.4592                5         0.515217         -0.14687         0.462038        -0.131561          2.19166        -0.623309
         -78.9796         -45.4592                5         0.621518        -0.177269         0.711649        -0.202968          2.52087        -0.717307
         -75.3061         -45.4592                5         0.667059         -0.19055         0.937905        -0.267782          2.84073        -0.808716
         -71.6327         -45.4592                5         0.795135        -0.228056          1.26078        -0.360652          3.33944        -0.952472
         -67.9592         -45.4592                5          1.13078        -0.322721          1.59446         -0.45516          4.21888         -1.20312
         -64.2857         -45.4592                5          1.56157         -0.44102          1.77866        -0.504439          5.34454         -1.51987
         -60.6122         -45.4592                5          2.08752        -0.582953          1.81336         -0.50849          6.71641         -1.90271
         -56.9388         -45.4592                5           4.8912         -1.38403          3.74755         -1.05517           9.1299          -2.6111
         -53.2653         -45.4592                5          8.77989         -2.49632          7.05619         -1.99608          10.1417         -2.92555
         -49.5918         -45.4592                5          16.8525         -4.81482          13.4113         -3.81149          10.8993         -3.18493
         -45.9184         -45.4592                5          27.8126          -8.0545          22.0744         -6.33894         0.205194        -0.126617
         -42.2449         -45.4592                5          26.7045         -7.79504            27.06         -7.78352         -17.9889          5.21292
         -38.5714         -45.4592                5          11.5341         -3.37548          28.9753         -8.31704         -33.8853          9.90113
          -34.898         -45.4592                5         -16.9757          4.99105          29.2681         -8.41649         -34.2725          10.0273
         -31.2245         -45.4592                5         -29.6037          8.67258          26.1851         -7.56123         -11.8657          3.40287
          -27.551         -45.4592                5         -24.3981          7.11931          17.7504         -5.12255          8.67813         -2.57919
         -23.8776         -45.4592                5         -12.9415          3.79531          10.6666         -3.08519          9.81506         -2.86415
         -20.2041         -45.4592                5         -7.50171          2.18303          6.29923         -1.78401          8.09179         -2.32855
         -16.5306         -45.4592                5         -4.50819          1.27619          3.35951        -0.906418          8.55466         -2.47579
         -12.8571         -45.4592                5         -4.56892           1.0093          3.11724        -0.716244          4.29115         -1.54485
         -9.18367         -45.4592                5         -2.64541         0.689705          1.70868        -0.446349          4.79313         -1.41789
          -5.5102         -45.4592                5         -1.39568           0.3964         0.869448        -0.244564          3.58534         -1.02508
         -1.83673         -45.4592                5         -1.06255         0.300509         0.568921        -0.159709          2.67977        -0.782459
          1.83673         -45.4592                5        -0.859859         0.239217         0.446511        -0.122531          2.20478        -0.650598
           5.5102         -45.4592                5        -0.670463          0.18466         0.323224       -0.0888312           1.7908        -0.532855
          9.18367         -45.4592                5        -0.511883         0.137901         0.208717       -0.0587309          1.36326        -0.411445
          12.8571         -45.4592                5        -0.339246         0.069618         0.158109       -0.0566066          0.96251        -0.300469
          16.5306         -45.4592                5        -0.271574        0.0522917         0.120201       -0.0455708         0.562208        -0.190079
          20.2041         -45.4592                5        -0.250855        0.0433415        0.0152326       -0.0152314          0.20669       -0.0691131
          23.8776         -45.4592                5         -0.34841        0.0825588        -0.107483        0.0253788         0.301013        -0.086068
           27.551         -45.4592                5        -0.206234         0.052578       -0.0640996        0.0166969         0.179868       -0.0528567
          31.2245         -45.4592                5        -0.140681        0.0344761       -0.0500453        0.0139579        0.0276378        -0.012398
           34.898         -45.4592                5        -0.100235         0.025519      -0.00629442       0.00296555        -0.162291        0.0427747
          38.5714         -45.4592                5        -0.188006         0.049722       -0.0236194       0.00624932        -0.290577        0.0775198
          42.2449         -45.4592                5        -0.252172        0.0708991       0.00514365      -0.00244214        -0.244514        0.0748698
          45.9184         -45.4592                5        -0.195306        0.0505484       -0.0388091        0.0119194        -0.232708        0.0645506
          49.5918         -45.4592                5        -0.148063        0.0367959       -0.0673174        0.0208292        -0.223212        0.0619483
          53.2653         -45.4592                5       -0.0889214        0.0212829        -0.094358        0.0282379         -0.23661        0.0685741
          56.9388         -45.4592                5       -0.0442231       0.00946801       -0.0961688        0.0284611        -0.248331        0.0729288
          60.6122         -45.4592                5      -0.00982707       0.00105825       -0.0947176        0.0273957        -0.263894        0.0777656
          64.2857         -45.4592                5        -0.017632       0.00396599       -0.0860087        0.0247484         -0.29246        0.0849784
          67.9592         -45.4592                5       -0.0119299       0.00259973       -0.0763561        0.0219672        -0.282921        0.0819579
          71.6327         -45.4592                5      -0.00724648       0.00150708       -0.0706569         0.020289        -0.270869        0.0782877
          75.3061         -45.4592                5      -0.00375772      0.000709439       -0.0633667        0.0181531           -0.263        0.0758758
          78.9796         -45.4592                5       0.00694032      -0.00222076       -0.0574804        0.0164396        -0.248808        0.0717336
          82.6531         -45.4592                5        0.0154476      -0.00454482       -0.0509155          0.01454        -0.233159         0.067187
          86.3265         -45.4592                5        0.0212392      -0.00617943       -0.0506819        0.0144715        -0.208066        0.0599391
               90         -45.4592                5        0.0246312      -0.00713938       -0.0467128        0.0133632         -0.17323        0.0499479
              -90         -42.0918                5        0.0022448     -6.63284e-05        0.0504312       -0.0141298          1.49183        -0.425256
         -86.3265         -42.0918                5          0.36083        -0.102949         0.381732        -0.108783          2.04553        -0.581347
         -82.6531         -42.0918                5         0.152965       -0.0445285         0.365661         -0.10464          2.60573        -0.740125
         -78.9796         -42.0918                5         0.142737       -0.0420321         0.553059        -0.158551          2.92067        -0.830059
         -75.3061         -42.0918                5         0.356391        -0.101354         0.630561        -0.179423          3.41118        -0.970801
         -71.6327         -42.0918                5         0.917019        -0.259937         0.942103        -0.267099          3.92174         -1.11828
         -67.9592         -42.0918                5          1.86482        -0.529791          1.62684        -0.461685          4.90362         -1.40308
         -64.2857         -42.0918                5          3.10934        -0.882036          2.38007        -0.674008          6.27709         -1.79871
         -60.6122         -42.0918                5          4.62434         -1.30878          3.14188        -0.886687          7.92763         -2.27161
         -56.9388         -42.0918                5          7.82877         -2.22605          5.51626         -1.56051          9.60139         -2.76712
         -53.2653         -42.0918                5           13.234         -3.75488          9.96255         -2.81589          13.8837         -4.02276
         -49.5918         -42.0918                5          24.1775         -6.93643          17.4802         -4.98684           9.5701          -2.8283
         -45.9184         -42.0918                5          33.6709         -9.76424          25.6459         -7.37624         -6.53765          1.82793
         -42.2449         -42.0918                5          29.8676         -8.68407          27.7568         -7.96162         -28.4707          8.25624
         -38.5714         -42.0918                5          8.71949         -2.54279          25.7761         -7.32265         -45.4701          13.1987
          -34.898         -42.0918                5         -16.0621          4.68188          28.1453         -8.04289          -40.622          11.7914
         -31.2245         -42.0918                5         -31.0372          9.05893          27.5914         -7.95244         -21.6308           6.2683
          -27.551         -42.0918                5         -32.0254          9.31345          21.7283         -6.27903         0.613865        -0.228339
         -23.8776         -42.0918                5         -19.8925          5.78777          14.0501         -4.06095          6.65592         -1.97345
         -20.2041         -42.0918                5         -11.7157          3.36871          8.63347         -2.46665          9.10129         -2.75512
         -16.5306         -42.0918                5         -6.81939          1.88271           4.9507          -1.3619          9.01915          -2.8412
         -12.8571         -42.0918                5         -4.92181          1.35787          3.08899        -0.852264          6.37033          -1.9725
         -9.18367         -42.0918                5         -3.57341         0.919984          2.10745        -0.527141          5.36749         -1.60518
          -5.5102         -42.0918                5          -1.5556         0.479381         0.830652        -0.250731          4.66872         -1.27194
         -1.83673         -42.0918                5         -1.34295         0.371326         0.654766        -0.181254          3.10906        -0.900532
          1.83673         -42.0918                5        -0.966239         0.267318         0.455154        -0.125693          2.41661         -0.71226
           5.5102         -42.0918                5        -0.744241         0.204162         0.319587       -0.0893063          1.94256        -0.576628
          9.18367         -42.0918                5        -0.581237         0.153564         0.225858        -0.065392          1.44985        -0.437625
          12.8571         -42.0918                5        -0.429402        0.0973665         0.153479       -0.0508999         0.947675        -0.303285
          16.5306         -42.0918                5        -0.370764        0.0817819        0.0763191       -0.0291706         0.545523        -0.175592
          20.2041         -42.0918                5        -0.353981        0.0738277       -0.0646479       0.00751623         0.338763       -0.0965563
          23.8776         -42.0918                5        -0.301727        0.0762183        -0.082759        0.0207746          0.31451       -0.0872108
           27.551         -42.0918                5        -0.198355        0.0456145       -0.0714805        0.0169093         0.127677       -0.0347694
          31.2245         -42.0918                5        -0.120545        0.0282784       -0.0745025        0.0207138       -0.0823495        0.0231618
           34.898         -42.0918                5        -0.112065        0.0277283       -0.0608012        0.0177903        -0.245421        0.0709216
          38.5714         -42.0918                5         -0.17799        0.0419071       -0.0865853        0.0195006        -0.321613         0.100647
          42.2449         -42.0918                5        -0.230163        0.0602068       -0.0503436        0.0184614         -0.34749         0.102422
          45.9184         -42.0918                5        -0.235739        0.0618968       -0.0854573        0.0215999        -0.343999         0.101974
          49.5918         -42.0918                5         -0.16774        0.0423115        -0.101174         0.029787        -0.311722        0.0871075
          53.2653         -42.0918                5         -0.10492        0.0258113        -0.128597        0.0373902        -0.322611        0.0922552
          56.9388         -42.0918                5        -0.061445        0.0147547        -0.127983        0.0366417        -0.335889        0.0963258
          60.6122         -42.0918                5       -0.0315251       0.00754823        -0.113864        0.0322917        -0.356446         0.102321
          64.2857         -42.0918                5       -0.0121283       0.00268364       -0.0838884        0.0238401        -0.377693         0.108988
          67.9592         -42.0918                5       -0.0122482       0.00284429       -0.0717934        0.0205403        -0.372982         0.107514
          71.6327         -42.0918                5       -0.0045981      0.000821819       -0.0829709        0.0237074         -0.34848          0.10033
          75.3061         -42.0918                5       0.00795784      -0.00257639       -0.0911526        0.0259743        -0.316248        0.0909751
          78.9796         -42.0918                5        0.0145385      -0.00435799       -0.0727271        0.0207352        -0.301045        0.0865642
          82.6531         -42.0918                5        0.0196185      -0.00572756        -0.056376        0.0160865        -0.283792         0.081579
          86.3265         -42.0918                5        0.0328925      -0.00947039       -0.0596045        0.0170301        -0.243226        0.0700033
               90         -42.0918                5        0.0214429      -0.00623381       -0.0423786        0.0121344        -0.208745        0.0600915
              -90         -38.7245                5       -0.0265842       0.00815323        0.0708123       -0.0199141          1.69966        -0.484389
         -86.3265         -38.7245                5         0.575334         -0.16371         0.534637        -0.152194          2.14609        -0.610695
         -82.6531         -38.7245                5        0.0185432      -0.00592424         0.210275       -0.0608005          3.04439        -0.865318
         -78.9796         -38.7245                5         0.194524        -0.052435         0.246696       -0.0684042           3.6301         -1.03298
         -75.3061         -38.7245                5         0.988181        -0.277435         0.628586        -0.176225          4.28272         -1.22176
         -71.6327         -38.7245                5          2.16207        -0.612003          1.36243        -0.385034          4.91687         -1.40659
         -67.9592         -38.7245                5          3.71619         -1.05614          2.44824        -0.694831          5.53257         -1.58745
         -64.2857         -38.7245                5          5.53269         -1.57453          3.78434         -1.07539          6.61314         -1.90209
         -60.6122         -38.7245                5          7.47007         -2.12222          5.07882         -1.44048          8.67381         -2.49512
         -56.9388         -38.7245                5          11.0579         -3.12277          8.10435         -2.29212          12.7154         -3.65671
         -53.2653         -38.7245                5          20.9046         -5.95438          14.7929         -4.20691          13.5718         -3.98672
         -49.5918         -38.7245                5          31.3668         -9.02821          20.9309         -5.99239          3.86011         -1.19824
         -45.9184         -38.7245                5          36.4405           -10.56          26.8584         -7.72735         -16.1847          4.64768
         -42.2449         -38.7245                5          26.1319         -7.54224          25.2456         -7.21154         -37.7336          10.9034
         -38.5714         -38.7245                5          7.59096         -2.16781          22.3176         -6.30448         -52.2858          15.0583
          -34.898         -38.7245                5         -12.6149          3.57395          23.5241         -6.65603         -48.6891          14.0883
         -31.2245         -38.7245                5         -29.2317          8.45488           25.488         -7.30755         -29.8888          8.65531
          -27.551         -38.7245                5         -37.1616          10.8068          24.2399         -7.00856          -8.5758          2.44792
         -23.8776         -38.7245                5         -27.1153          7.88446          17.0806         -4.94479          3.94339         -1.17524
         -20.2041         -38.7245                5         -17.3436          5.02546          11.1553         -3.22176          9.43712         -2.79606
         -16.5306         -38.7245                5         -9.62991          2.73947           6.6379         -1.88609          11.0974         -3.36053
         -12.8571         -38.7245                5         -5.98197          1.73973          3.54748         -1.02012          8.28646         -2.48056
         -9.18367         -38.7245                5         -3.93045          1.09008          2.24985        -0.594657          6.73401         -1.89947
          -5.5102         -38.7245                5         -2.51252         0.687911          1.21095        -0.329169            4.888         -1.42003
         -1.83673         -38.7245                5          -1.5951         0.435865          0.65935        -0.179894          3.67954         -1.05452
          1.83673         -38.7245                5         -1.13825         0.306823         0.450615        -0.123162          2.85506        -0.831491
           5.5102         -38.7245                5        -0.820812         0.222301         0.247148       -0.0713114          2.08172        -0.612849
          9.18367         -38.7245                5        -0.687521         0.184603         0.228721       -0.0641504          1.57998        -0.470911
          12.8571         -38.7245                5        -0.501562         0.126932         0.102922       -0.0362163         0.843704         -0.28046
          16.5306         -38.7245                5        -0.423191        0.0963752      0.000528802       -0.0103945         0.544232        -0.163919
          20.2041         -38.7245                5        -0.413464         0.100895        -0.108029        0.0242072         0.437739        -0.118084
          23.8776         -38.7245                5        -0.281993        0.0681346        -0.083852        0.0187444         0.183041       -0.0506032
           27.551         -38.7245                5        -0.224382        0.0536435        -0.160251        0.0412229        0.0602143       -0.0141827
          31.2245         -38.7245                5        -0.131094        0.0324997        -0.124839        0.0361227        -0.212065        0.0608775
           34.898         -38.7245                5         -0.13115        0.0341147        -0.151901        0.0437356        -0.366765         0.105906
          38.5714         -38.7245                5        -0.194148        0.0507638        -0.149188         0.043084        -0.517266         0.142852
          42.2449         -38.7245                5        -0.233434        0.0609215         -0.13937        0.0397044        -0.558442         0.154365
          45.9184         -38.7245                5        -0.233081        0.0614442        -0.136229        0.0384594        -0.501707         0.143436
          49.5918         -38.7245                5         -0.17518        0.0446683         -0.15205         0.043068        -0.452703         0.127612
          53.2653         -38.7245                5        -0.112223         0.027672        -0.172323        0.0491621        -0.449831         0.129364
          56.9388         -38.7245                5       -0.0736162         0.018396        -0.161769         0.045666        -0.454285         0.129779
          60.6122         -38.7245                5       -0.0420098        0.0105007        -0.140599        0.0395471        -0.457894         0.130447
          64.2857         -38.7245                5       -0.0043426      0.000520408        -0.132248        0.0373273        -0.460246         0.131698
          67.9592         -38.7245                5        0.0135751      -0.00432169        -0.126295        0.0358497        -0.453586         0.130488
          71.6327         -38.7245                5        0.0184673      -0.00559966        -0.126329         0.035894        -0.421982         0.121263
          75.3061         -38.7245                5        0.0285875      -0.00834136        -0.124487         0.035353        -0.381718         0.109599
          78.9796         -38.7245                5        0.0375186       -0.0107766         -0.10763        0.0305523        -0.355829         0.102107
          82.6531         -38.7245                5        0.0218383      -0.00637199       -0.0705962        0.0201185        -0.353049         0.101239
          86.3265         -38.7245                5        0.0233535      -0.00678821       -0.0523054        0.0149628        -0.309984         0.088972
               90         -38.7245                5        0.0229399      -0.00666425       -0.0475225        0.0136015        -0.253378        0.0728133
              -90         -35.3571                5      -0.00711078       0.00266058        0.0773626       -0.0217178          1.88248        -0.536526
         -86.3265         -35.3571                5         0.881397        -0.251393         0.591268        -0.168998          2.42434        -0.691255
         -82.6531         -35.3571                5         0.463895        -0.133178         0.262366       -0.0769772          3.36481        -0.958154
         -78.9796         -35.3571                5          0.72787        -0.203921         0.471365         -0.13334          3.83798         -1.09402
         -75.3061         -35.3571                5          1.73739        -0.489751          1.03943        -0.293837          4.34788         -1.24158
         -71.6327         -35.3571                5          3.22839        -0.914562          1.94536        -0.552062          5.00825         -1.43425
         -67.9592         -35.3571                5          5.09962         -1.44894          3.20324        -0.911275          5.65016         -1.62297
         -64.2857         -35.3571                5          7.15007         -2.02951           4.7873         -1.35996          7.63277         -2.19033
         -60.6122         -35.3571                5          9.89661         -2.80071          7.00976           -1.986          10.9453         -3.14427
         -56.9388         -35.3571                5          15.8127         -4.45658          12.3602         -3.49059          15.4548         -4.49778
         -53.2653         -35.3571                5          27.8913         -8.00153          19.5636         -5.60563           8.7818         -2.62366
         -49.5918         -35.3571                5          37.9336         -10.9733          25.9106         -7.47322         -3.57504         0.941961
         -45.9184         -35.3571                5          36.1777         -10.4439          26.0964         -7.50326         -25.0175          7.21904
         -42.2449         -35.3571                5          23.3049         -6.66606          21.7431         -6.19326         -44.7598          12.8805
         -38.5714         -35.3571                5          5.76981         -1.63669          17.7237         -5.00716         -54.7686          15.6789
          -34.898         -35.3571                5         -10.6062           3.0001          19.1054         -5.39823         -50.9767          14.6518
         -31.2245         -35.3571                5         -29.0833          8.32238           22.412         -6.37999         -39.7238          11.5089
          -27.551         -35.3571                5         -38.1176          11.0369          24.0774         -6.94372         -18.9468           5.4782
         -23.8776         -35.3571                5         -36.2944          10.5579          21.5614         -6.25316          2.22593        -0.673698
         -20.2041         -35.3571                5         -21.6773          6.28675          14.1873         -4.11033          8.44171         -2.46303
         -16.5306         -35.3571                5         -11.6337          3.39877          7.07193         -2.06655          13.0951          -3.9179
         -12.8571         -35.3571                5          -8.0373          2.27088          4.49799         -1.25932          9.42825         -2.93313
         -9.18367         -35.3571                5         -4.90951          1.36547          2.65482        -0.723295          7.35951         -2.13338
          -5.5102         -35.3571                5         -3.40963         0.922468          1.56852        -0.428332           5.4006         -1.60309
         -1.83673         -35.3571                5         -2.05144         0.556676          0.77469        -0.209431          3.96147         -1.13487
          1.83673         -35.3571                5          -1.3838         0.373151         0.536237        -0.145268          3.14614        -0.913253
           5.5102         -35.3571                5        -0.957498         0.259251          0.31882       -0.0901901           2.3152         -0.67884
          9.18367         -35.3571                5        -0.787503         0.205209         0.181034       -0.0553469          1.51978        -0.463384
          12.8571         -35.3571                5        -0.643939         0.161191        0.0510331       -0.0220785         0.899033        -0.276401
          16.5306         -35.3571                5        -0.579327         0.142696        -0.102849        0.0191571         0.595458        -0.171486
          20.2041         -35.3571                5        -0.487108         0.125871        -0.177739        0.0440341         0.458248         -0.12832
          23.8776         -35.3571                5        -0.328482        0.0844741        -0.199504        0.0523916         0.148435       -0.0394603
           27.551         -35.3571                5        -0.215383        0.0534312        -0.207676        0.0537728        -0.118511         0.033816
          31.2245         -35.3571                5        -0.163127        0.0432417        -0.219013        0.0622657        -0.416606         0.117413
           34.898         -35.3571                5        -0.160559        0.0434905        -0.245431         0.069878        -0.581316         0.160234
          38.5714         -35.3571                5         -0.15681        0.0405079        -0.240977        0.0692517        -0.705576         0.194688
          42.2449         -35.3571                5        -0.224875        0.0562404        -0.228881        0.0658536        -0.745456         0.208982
          45.9184         -35.3571                5        -0.229106        0.0596384         -0.20658        0.0581736        -0.746645          0.21001
          49.5918         -35.3571                5        -0.194237        0.0458531        -0.197507        0.0575178        -0.657796          0.19445
          53.2653         -35.3571                5        -0.116908        0.0285246        -0.229894        0.0644447        -0.597895         0.171283
          56.9388         -35.3571                5       -0.0571452        0.0134817        -0.224081        0.0626287        -0.580359         0.166444
          60.6122         -35.3571                5       -0.0134344       0.00236091        -0.211373        0.0593966        -0.554321         0.157994
          64.2857         -35.3571                5        0.0231155      -0.00716375        -0.201522        0.0567308        -0.548274         0.156543
          67.9592         -35.3571                5         0.046703       -0.0134886         -0.18823        0.0532473        -0.542679         0.155929
          71.6327         -35.3571                5        0.0488374       -0.0140221         -0.17712        0.0501688        -0.503973         0.144663
          75.3061         -35.3571                5        0.0561997       -0.0160193        -0.164134        0.0465051        -0.456607         0.130958
          78.9796         -35.3571                5        0.0513238       -0.0146536        -0.136693         0.038777        -0.435114         0.124661
          82.6531         -35.3571                5         0.029633      -0.00853859       -0.0791009        0.0225225        -0.429327         0.122927
          86.3265         -35.3571                5        0.0296307      -0.00857117       -0.0621159        0.0177476        -0.378297         0.108402
               90         -35.3571                5        0.0380618       -0.0109793       -0.0671166        0.0191953        -0.314896        0.0903443
              -90         -31.9898                5        0.0522354       -0.0141505       -0.0443072        0.0130773           2.1258          -0.6064
         -86.3265         -31.9898                5          1.06178        -0.303189          0.48687        -0.139402          2.78762        -0.795464
         -82.6531         -31.9898                5         0.523069         -0.14895          0.22794       -0.0663816          3.57951         -1.01877
         -78.9796         -31.9898                5          1.23942        -0.349945         0.585705        -0.166776          4.17663          -1.1923
         -75.3061         -31.9898                5          2.67419        -0.757917          1.32768        -0.377674          4.56086         -1.30488
         -71.6327         -31.9898                5          4.64513         -1.32017          2.43024        -0.692289          4.96675         -1.42437
         -67.9592         -31.9898                5          6.79445         -1.93298          3.85438         -1.09883            5.824         -1.67386
         -64.2857         -31.9898                5          9.36928         -2.65884          5.84652         -1.66238           8.5436         -2.45493
         -60.6122         -31.9898                5           12.929         -3.65934          8.74695          -2.4816          12.4348          -3.5828
         -56.9388         -31.9898                5          22.8117         -6.51657          17.4933         -5.01014           11.412         -3.35814
         -53.2653         -31.9898                5          32.6675         -9.41406           23.887         -6.88524          1.28205        -0.452319
         -49.5918         -31.9898                5           39.414          -11.402           27.823         -8.04432         -14.6356          4.19324
         -45.9184         -31.9898                5           31.845         -9.14517          23.9979          -6.8873         -35.2372          10.1709
         -42.2449         -31.9898                5          19.2708         -5.47886          18.3965         -5.23804         -47.5923          13.6575
         -38.5714         -31.9898                5          3.74176         -1.05913           14.079         -3.98692         -53.4674          15.2721
          -34.898         -31.9898                5          -11.706          3.29364          15.6948         -4.43748         -49.9589          14.3014
         -31.2245         -31.9898                5         -25.1645           7.1422          17.8728         -5.06872         -45.5899          13.1481
          -27.551         -31.9898                5         -37.2798          10.7481          23.2463         -6.68506         -28.5165          8.25775
         -23.8776         -31.9898                5         -39.5872          11.4749          24.0031         -6.94932         -10.7721          3.07983
         -20.2041         -31.9898                5         -29.7516          8.59301          17.8739          -5.1728          6.86052         -2.03241
         -16.5306         -31.9898                5         -17.7763          5.14146          10.5918         -3.06096          13.5565         -3.91916
         -12.8571         -31.9898                5         -10.2754          2.96224          5.44918         -1.58707          10.9881         -3.34115
         -9.18367         -31.9898                5          -6.7251           1.8744          3.28118        -0.930551          8.24175         -2.48802
          -5.5102         -31.9898                5         -4.35958          1.18395          1.98702        -0.554999          5.95411         -1.76572
         -1.83673         -31.9898                5          -2.6081         0.712331          1.02613         -0.28677          4.41485         -1.26927
          1.83673         -31.9898                5         -1.73604         0.475573         0.682074        -0.191328          3.33638        -0.974625
           5.5102         -31.9898                5         -1.19665          0.32619         0.403043        -0.115617          2.35395        -0.699615
          9.18367         -31.9898                5        -0.893861         0.235901         0.137703       -0.0448198          1.49297        -0.458602
          12.8571         -31.9898                5        -0.802378         0.198174        -0.049424     -0.000261188         0.811404        -0.246898
          16.5306         -31.9898                5        -0.793324         0.204981        -0.238332        0.0579908         0.597457        -0.166827
          20.2041         -31.9898                5        -0.522894         0.139053        -0.262709        0.0696785         0.343691       -0.0932495
          23.8776         -31.9898                5        -0.307339        0.0801654        -0.252589        0.0677555       -0.0115284       0.00594745
           27.551         -31.9898                5        -0.241777         0.063289          -0.3007        0.0811955        -0.345584         0.101014
          31.2245         -31.9898                5        -0.207904        0.0566007        -0.331328        0.0929734        -0.638151         0.177941
           34.898         -31.9898                5        -0.192612         0.053313        -0.359546           0.1018        -0.761942         0.211261
          38.5714         -31.9898                5        -0.170375        0.0443649        -0.347113        0.0985307        -0.895612         0.248088
          42.2449         -31.9898                5        -0.200176        0.0498759        -0.319897        0.0912827        -0.999109         0.277776
          45.9184         -31.9898                5         -0.22238         0.055669        -0.282836        0.0797273        -0.992287         0.280541
          49.5918         -31.9898                5        -0.186933        0.0475409        -0.272118        0.0752288        -0.928997         0.264545
          53.2653         -31.9898                5        -0.121455        0.0316821        -0.298765        0.0806916        -0.837272          0.23513
          56.9388         -31.9898                5       -0.0426348        0.0100181        -0.307623        0.0844017        -0.766654         0.217837
          60.6122         -31.9898                5        0.0177503      -0.00640558         -0.30047        0.0833172        -0.702985         0.201446
          64.2857         -31.9898                5        0.0607817       -0.0179171        -0.284129        0.0795107        -0.660427          0.19004
