           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
         -20.2041          1.68367                5         -3.43606         0.942881         -18.0967          5.20764          3.37258         -1.06257
         -16.5306          1.68367                5         -4.42374          1.23356         -19.3465          5.58344          2.71454        -0.779304
         -12.8571          1.68367                5         -6.28835          1.76873         -14.7916          4.27641          1.17865        -0.383126
         -9.18367          1.68367                5         -7.92965          2.24422         -9.88811          2.86211        -0.629381         0.156886
          -5.5102          1.68367                5         -9.59396          2.73767         -3.51463          1.01748        -0.179083          0.02618
         -1.83673          1.68367                5         -8.89795          2.53684         0.161786       -0.0587294        -0.173467        0.0384801
          1.83673          1.68367                5         -11.3677          3.26312          2.53865        -0.757432         -1.75604         0.509315
           5.5102          1.68367                5         -15.3101          4.41314         -4.83266          1.40531          3.31348         -0.97582
          9.18367          1.68367                5         -13.4668          3.86142         -14.9441          4.37556          7.62676            -2.23
          12.8571          1.68367                5         -10.4316          2.95974         -21.4992          6.28205           5.1317          -1.4792
          16.5306          1.68367                5         -6.95044          1.94665         -27.2704           7.9384         0.150041       0.00623247
          20.2041          1.68367                5         -5.45918          1.52105         -30.7022          8.90786         -3.21385         0.997439
          23.8776          1.68367                5         -4.14578          1.16115         -32.4504          9.41395         -4.23595          1.27001
           27.551          1.68367                5         -2.36346         0.645995         -34.1484          9.89163          -4.1859          1.30048
          31.2245          1.68367                5        -0.948448         0.244479         -35.4246          10.2543         -4.22158          1.26572
           34.898          1.68367                5        -0.913635         0.235552         -36.6764          10.6556         -2.78624         0.941735
          38.5714          1.68367                5        -0.549354         0.151587          -37.339          10.8089         -3.88436          1.21883
          42.2449          1.68367                5         0.312326       -0.0808438         -35.7246          10.3212          -5.4947          1.63377
          45.9184          1.68367                5           1.6001           -0.438         -34.0164          9.83897         -5.24794          1.57856
          49.5918          1.68367                5          2.52246        -0.687464          -33.015          9.55602         -2.95961         0.938397
          53.2653          1.68367                5          3.67055         -1.01525         -31.3566          9.10759         -2.73359         0.834671
          56.9388          1.68367                5          5.63146          -1.5868          -29.591          8.60733         -1.91945         0.594634
          60.6122          1.68367                5          8.07628         -2.29989         -21.3851          6.22803          1.18375        -0.337714
          64.2857          1.68367                5          10.5736         -3.03644          -14.279          4.16026          1.21356        -0.358906
          67.9592          1.68367                5          10.9112         -3.14812         -10.5709          3.07699         0.515651        -0.165429
          71.6327          1.68367                5          8.43095         -2.43344         -4.74536          1.37895          -1.8736         0.536438
          75.3061          1.68367                5          3.79421         -1.08767         -1.17269         0.336501         -3.91598          1.13433
          78.9796          1.68367                5          1.98565        -0.565223          -0.8363         0.240863         -2.68163         0.770545
          82.6531          1.68367                5          1.12059        -0.318361        -0.447796          0.12848         -2.17528         0.624145
          86.3265          1.68367                5         0.589468        -0.167321         -0.15846        0.0454734         -1.81191         0.518943
               90          1.68367                5         0.475535        -0.136016       -0.0460877        0.0131042         -1.24001         0.355016
              -90          5.05102                5         0.622533        -0.176759        -0.214931        0.0606534          1.91236        -0.544702
         -86.3265          5.05102                5           1.4378        -0.404913        -0.263902        0.0752042          3.28519        -0.932702
         -82.6531          5.05102                5          3.10656        -0.874094         -1.00855         0.285967          3.16547        -0.902011
         -78.9796          5.05102                5          4.41459         -1.24418         -2.11862         0.599845          2.84446        -0.814365
         -75.3061          5.05102                5          6.13723         -1.73419          -3.4178         0.970384           2.5188        -0.728422
         -71.6327          5.05102                5          6.56679         -1.86388         -4.29164          1.22735         0.710518         -0.23258
         -67.9592          5.05102                5          5.71972         -1.61581         -5.13873          1.46792         0.832528        -0.282283
         -64.2857          5.05102                5          4.85375         -1.35774         -7.10456          2.04407          2.05922        -0.616926
         -60.6122          5.05102                5          3.89269         -1.08004         -7.90318          2.25548          3.39858         -1.00095
         -56.9388          5.05102                5          3.21456        -0.883891         -8.32747           2.3611          4.26611          -1.3272
         -53.2653          5.05102                5          1.98547        -0.530523         -8.64225          2.44809          5.98258         -1.87078
         -49.5918          5.05102                5          1.08443        -0.290984         -10.4558          2.97263          6.91575          -2.1267
         -45.9184          5.05102                5         0.538045        -0.136621         -10.5971          3.01727          7.41319         -2.22653
         -42.2449          5.05102                5         0.391619       -0.0991748         -10.9606          3.11964          7.07786         -2.20076
         -38.5714          5.05102                5        -0.144498        0.0357615         -10.9877          3.10888           6.3998         -1.99281
          -34.898          5.05102                5        -0.349276        0.0932889         -10.8958          3.04942          6.62354         -1.98669
         -31.2245          5.05102                5        -0.730752         0.199149         -10.6301          3.01258           6.2369          -1.9557
          -27.551          5.05102                5         -1.24238         0.350514          -10.778          3.07802          6.59002          -1.8866
         -23.8776          5.05102                5         -1.74863         0.467745         -10.9137          3.11503          5.10507         -1.60748
         -20.2041          5.05102                5         -1.84245         0.484895         -9.55603          2.72816          5.07167          -1.6007
         -16.5306          5.05102                5         -2.86199         0.778737         -7.55177          2.15089          4.32019         -1.28026
         -12.8571          5.05102                5         -4.10497          1.14348         -5.68183          1.62145          2.48578        -0.740668
         -9.18367          5.05102                5         -5.00343          1.40483         -3.83833          1.09381        -0.204047        0.0437695
          -5.5102          5.05102                5         -5.89849          1.66705         -1.30131         0.359617         -2.35718         0.643277
         -1.83673          5.05102                5          -8.3723           2.3902           1.0824        -0.336952         -3.17975         0.910277
          1.83673          5.05102                5          -11.703          3.36321          2.26842        -0.684252         -4.25522          1.23095
           5.5102          5.05102                5          -17.631          5.09288         0.354021        -0.129206        -0.945557         0.264418
          9.18367          5.05102                5         -22.2895          6.44671         -6.72569          1.94564          8.55996         -2.52858
          12.8571          5.05102                5         -20.8344          6.00895         -17.8464          5.21559          22.5962         -6.66128
          16.5306          5.05102                5         -13.4947          3.82498         -32.7874           9.5992          27.7654          -8.1308
          20.2041          5.05102                5         -9.13738          2.57423         -37.6697          10.9623          22.3913         -6.50079
          23.8776          5.05102                5         -6.01829          1.68774          -42.859           12.462          18.5845         -5.37883
           27.551          5.05102                5         -4.24856          1.19082         -45.0873          13.1015          16.0589         -4.64406
          31.2245          5.05102                5         -2.80357         0.784219         -44.5396           12.907          14.1778         -4.09799
           34.898          5.05102                5         -1.69762         0.472163         -42.6766          12.3483          13.5261         -3.89569
          38.5714          5.05102                5        -0.299523        0.0811955          -45.609          13.2165          12.6691         -3.66135
          42.2449          5.05102                5           1.1425        -0.320763         -43.9578          12.7207          13.3036         -3.83716
          45.9184          5.05102                5          2.99826        -0.841282         -43.6116          12.6301          14.4758         -4.17154
          49.5918          5.05102                5           4.6183         -1.27503         -42.2372           12.262          18.2849         -5.11972
          53.2653          5.05102                5          7.56185         -2.12028         -37.8026          10.9815          18.3889         -5.33033
          56.9388          5.05102                5          10.7581         -3.05473         -32.8262          9.57706          20.2642         -5.92698
          60.6122          5.05102                5          13.9133         -3.99516         -26.1639          7.64653          17.9138         -5.25694
          64.2857          5.05102                5          17.9106         -5.18236         -16.0891           4.6933          14.4005         -4.23859
          67.9592          5.05102                5           16.223         -4.70131         -7.67688          2.22723          3.91257         -1.15942
          71.6327          5.05102                5          10.0217         -2.89411         -2.78191         0.802599         -2.90829         0.840189
          75.3061          5.05102                5          4.52986         -1.29575        -0.260575        0.0717011         -4.57883          1.32408
          78.9796          5.05102                5          2.40725        -0.687385        -0.655192         0.187975         -3.12246         0.898922
          82.6531          5.05102                5          1.28219        -0.365598        -0.436537         0.125365          -2.3495         0.674399
          86.3265          5.05102                5         0.629354        -0.179013        -0.120289        0.0346086         -1.95489         0.559721
               90          5.05102                5         0.496569        -0.142073       -0.0270327       0.00768471         -1.29725         0.371396
              -90          8.41837                5         0.464609        -0.131531        -0.257348         0.072942          1.84398        -0.524603
         -86.3265          8.41837                5          1.11592        -0.314023         -0.41596         0.118375          2.87937        -0.817589
         -82.6531          8.41837                5          2.15626        -0.607437        -0.994464          0.28155          2.97652        -0.847467
         -78.9796          8.41837                5          3.35561        -0.944714          -1.6589         0.468798          3.20944         -0.91534
         -75.3061          8.41837                5          5.23867         -1.47697         -3.00171         0.848783          2.97679        -0.855561
         -71.6327          8.41837                5          5.79989         -1.63813         -3.77886           1.0713          1.26702         -0.37595
         -67.9592          8.41837                5           5.2833         -1.48749          -4.2394          1.19817         0.387398        -0.128331
         -64.2857          8.41837                5          3.96426         -1.10441         -4.40615          1.24403         0.651827        -0.207998
         -60.6122          8.41837                5          2.88708        -0.815091         -4.81781          1.33271          2.00786        -0.550803
         -56.9388          8.41837                5          2.28653        -0.632169          -5.1621          1.47851          2.77438        -0.780799
         -53.2653          8.41837                5          1.64134        -0.449389         -5.66975          1.60536          3.05584        -0.950877
         -49.5918          8.41837                5         0.907359        -0.255553         -6.33043           1.7496          3.84601         -1.22439
         -45.9184          8.41837                5         0.519531        -0.130785         -6.25145          1.82859          4.27106         -1.36688
         -42.2449          8.41837                5         0.148267       -0.0394362          -5.9842          1.64864           4.8905         -1.48438
         -38.5714          8.41837                5       -0.0859761        0.0261494           -6.193          1.70965          5.01782         -1.50327
          -34.898          8.41837                5        -0.311554        0.0885793         -6.28138          1.71333          5.00329         -1.44128
         -31.2245          8.41837                5        -0.610655          0.16559         -5.92496          1.62605          4.33312         -1.33302
          -27.551          8.41837                5        -0.761884         0.200412          -5.4387          1.49121           4.0451         -1.24212
         -23.8776          8.41837                5        -0.973897         0.265128         -5.39762          1.49798          4.09155          -1.1484
         -20.2041          8.41837                5         -1.53862          0.41843         -5.29352          1.49033          2.99316        -0.849123
         -16.5306          8.41837                5         -2.23277         0.617748          -3.9671          1.12167          1.58564        -0.452266
         -12.8571          8.41837                5         -2.84705         0.791052         -3.18186         0.888305        0.0118559       -0.0295686
         -9.18367          8.41837                5          -3.6677          1.02686         -2.33344         0.653611         -1.54833         0.423212
          -5.5102          8.41837                5         -4.52332          1.25743         -1.28556         0.345989         -3.69418          1.06567
         -1.83673          8.41837                5         -6.56744          1.86271         0.531102        -0.181839         -5.04399          1.44989
          1.83673          8.41837                5         -10.6848          3.06753          1.86291        -0.570281         -6.34035          1.84076
           5.5102          8.41837                5         -19.5675          5.65166          3.33278         -1.00178         -3.68471          1.07321
          9.18367          8.41837                5         -29.6494          8.59153          4.57977         -1.38255          4.05692         -1.18166
          12.8571          8.41837                5          -31.936          9.25649         -1.41256         0.351937          19.9488         -5.85163
          16.5306          8.41837                5         -24.4011          7.00121         -14.9682          4.30697          37.1467         -10.8759
          20.2041          8.41837                5         -16.5576          4.69477         -26.4566          7.62725          45.6094         -13.2709
          23.8776          8.41837                5         -10.9899           3.1048         -34.3897          9.87357           45.088         -13.0851
           27.551          8.41837                5         -5.91005          1.65825         -38.7372          11.0935          42.4173          -12.325
          31.2245          8.41837                5         -3.71395          1.03778         -40.8236          11.7505          36.4895         -10.5757
           34.898          8.41837                5         -1.73524         0.479569         -40.4608          11.6465          35.6239         -10.3544
          38.5714          8.41837                5         0.149858       -0.0527265         -39.3501          11.3281          33.8483         -9.79093
          42.2449          8.41837                5          1.69195        -0.489089         -39.9706          11.5098          34.4752         -9.96618
          45.9184          8.41837                5           3.4283        -0.962044         -37.6263           10.831          36.6595         -10.5927
          49.5918          8.41837                5          6.26794         -1.74165         -36.6956          10.5421          39.2347         -11.3675
          53.2653          8.41837                5           10.472         -2.92769         -34.9614          10.0635          41.2751         -11.9877
          56.9388          8.41837                5          18.0478         -5.14995         -26.8188           7.7762          36.8313         -10.7783
          60.6122          8.41837                5          25.0759         -7.25932         -12.0594          3.47102          28.2072         -8.28088
          64.2857          8.41837                5          26.9422         -7.83067          -1.7459         0.456312          13.2104         -3.85506
          67.9592          8.41837                5          20.3314         -5.88779         0.258055        -0.102673         0.535688        -0.156236
          71.6327          8.41837                5          11.8525         -3.41953         0.605183        -0.189855         -3.90133          1.13447
          75.3061          8.41837                5          5.51646         -1.57968         0.615757        -0.182086         -5.06815          1.46885
          78.9796          8.41837                5          2.81428        -0.802951        -0.187252        0.0531868         -3.57228          1.02939
          82.6531          8.41837                5          1.35922        -0.387064        -0.365614         0.105474         -2.54863         0.731232
          86.3265          8.41837                5         0.681455        -0.194187       -0.0847676        0.0244693         -2.03956         0.583846
               90          8.41837                5         0.505842         -0.14476       -0.0136956        0.0039135         -1.34895         0.386171
              -90          11.7857                5         0.505503        -0.143124        -0.271143         0.076975          1.72936        -0.491816
         -86.3265          11.7857                5         0.911773        -0.257754        -0.449384         0.127319          2.42374        -0.687961
         -82.6531          11.7857                5          1.47644        -0.416307        -0.787476         0.222993          2.74173        -0.779536
         -78.9796          11.7857                5          2.45923        -0.692395         -1.36001         0.384422          3.09849        -0.881741
         -75.3061          11.7857                5          4.10912         -1.15748         -2.42078         0.683832          3.25097        -0.928766
         -71.6327          11.7857                5          5.73527         -1.61913         -3.56331          1.00812          2.25218        -0.652988
         -67.9592          11.7857                5          5.28613         -1.49715         -3.89437          1.10191         0.379553        -0.121133
         -64.2857          11.7857                5          3.81266          -1.0754         -3.46034          0.97259        -0.313069        0.0803141
         -60.6122          11.7857                5          2.87397        -0.800941         -3.53728         0.977308         0.379873        -0.127451
         -56.9388          11.7857                5          2.02052        -0.572102         -3.67942          1.03666          1.21552         -0.34852
         -53.2653          11.7857                5          1.36716        -0.387167          -3.7945          1.06088          1.62471        -0.515773
         -49.5918          11.7857                5         0.920199        -0.251507         -3.82187          1.07761          2.53038        -0.737165
         -45.9184          11.7857                5         0.522195        -0.137861         -3.91007          1.04986          2.81067        -0.831035
         -42.2449          11.7857                5         0.147652       -0.0384447         -3.62558          0.97491          2.79491        -0.823881
         -38.5714          11.7857                5       -0.0583624        0.0171442         -3.58087         0.950347          3.20562        -0.894462
          -34.898          11.7857                5        -0.208053        0.0538678         -3.48481         0.934729           3.2419         -0.89023
         -31.2245          11.7857                5        -0.350045        0.0983994         -3.20136         0.859426          2.54556        -0.739743
          -27.551          11.7857                5        -0.620084         0.169908         -2.93014         0.783383          2.10459        -0.627829
         -23.8776          11.7857                5        -0.907691         0.246833         -2.82619         0.761904          1.65553        -0.491937
         -20.2041          11.7857                5         -1.17356         0.321203         -2.52553         0.687417          1.11927         -0.33252
         -16.5306          11.7857                5         -1.55754         0.427413         -2.41638         0.662713         0.177749       -0.0678654
         -12.8571          11.7857                5         -2.19711         0.608797         -1.95724         0.538241        -0.861355          0.22276
         -9.18367          11.7857                5         -2.92128         0.809888         -1.39686         0.380529          -2.3065         0.632376
          -5.5102          11.7857                5          -3.6928          1.02316        -0.510342         0.122386         -3.90583          1.11379
         -1.83673          11.7857                5         -5.00133          1.39837         0.486013        -0.168236         -5.50772          1.60263
          1.83673          11.7857                5         -8.97315          2.57187          1.84452        -0.567485         -7.79366          2.25867
           5.5102          11.7857                5          -22.053          6.38208          6.55232         -1.94554         -4.18636           1.2334
          9.18367          11.7857                5         -32.7152          9.48433          9.57463         -2.84518          4.90609         -1.42362
          12.8571          11.7857                5          -37.973          11.0018          9.46818         -2.82322          14.4179         -4.20049
          16.5306          11.7857                5         -32.1586          9.24901        -0.706072         0.132237           34.625          -10.089
          20.2041          11.7857                5         -23.4502          6.67276         -9.37013          2.63725          49.9545          -14.475
          23.8776          11.7857                5         -15.5438          4.40036         -18.3628          5.22426          51.0107         -14.7205
           27.551          11.7857                5         -8.94396          2.52415         -25.0492          7.11219          48.2361         -13.9176
          31.2245          11.7857                5         -4.81147          1.36011         -25.3708          7.15572          49.9094         -14.3159
           34.898          11.7857                5         -1.57254         0.432931          -23.359          6.63583          49.3723         -14.1743
          38.5714          11.7857                5         0.518167        -0.159341         -24.1606          6.84722          51.9415         -14.9144
          42.2449          11.7857                5          1.96456         -0.55103          -26.645          7.49459          52.4594         -15.0722
          45.9184          11.7857                5          3.70815         -1.04206         -24.4824          6.93446            54.67         -15.7017
          49.5918          11.7857                5          8.46139         -2.36519         -21.6922          6.16723          52.5305         -15.1117
          53.2653          11.7857                5          17.7997          -5.0197         -17.1271          4.87455          49.2371         -14.2207
          56.9388          11.7857                5          28.6028         -8.19317         -7.23537          2.03172          43.3123         -12.6435
          60.6122          11.7857                5          34.4491         -9.99418          5.57066         -1.70202          24.9135         -7.26817
          64.2857          11.7857                5          30.8371         -8.94732          8.56773         -2.55237          7.26849         -2.07687
          67.9592          11.7857                5            20.12         -5.80007          4.88131         -1.43473           -4.815             1.42
          71.6327          11.7857                5          9.27615          -2.6609          2.19656         -0.63859         -6.51034          1.88672
          75.3061          11.7857                5          4.85939         -1.39071         0.865476        -0.250925         -4.11343          1.18683
          78.9796          11.7857                5           2.3219        -0.660838        0.0462869       -0.0127455         -3.86994          1.11229
          82.6531          11.7857                5           1.1854        -0.336218        -0.203215         0.059477         -2.79788         0.801761
          86.3265          11.7857                5         0.731481        -0.208697          -0.0289       0.00844638         -2.09544          0.59969
               90          11.7857                5         0.503353        -0.144076      -0.00607643       0.00179054         -1.39508         0.399341
              -90          15.1531                5         0.543448        -0.153976        -0.277337        0.0788849          1.59567        -0.453644
         -86.3265          15.1531                5          0.74634        -0.210847        -0.420313         0.119012          2.24893        -0.638085
         -82.6531          15.1531                5          1.26479        -0.356697        -0.686605         0.194261          2.53004        -0.718816
         -78.9796          15.1531                5          1.90119        -0.535397         -1.09423         0.309037          2.99265        -0.850574
         -75.3061          15.1531                5          2.94868        -0.830569         -1.77327         0.500375          3.33604        -0.949449
         -71.6327          15.1531                5          4.38438         -1.24057         -2.85136         0.806683          2.61653         -0.75012
         -67.9592          15.1531                5          5.03193         -1.42767         -3.45774         0.977588         0.770177        -0.228359
         -64.2857          15.1531                5          4.27555          -1.2114         -3.36816         0.945956        -0.465353         0.125088
         -60.6122          15.1531                5          2.84642        -0.802686         -2.84025         0.787278        -0.588966          0.16945
         -56.9388          15.1531                5          2.04895        -0.580285          -2.6374         0.731201        -0.270969        0.0624813
         -53.2653          15.1531                5          1.36071          -0.3884          -2.4393         0.695742         0.903589        -0.232717
         -49.5918          15.1531                5         0.908999        -0.252848         -2.42129         0.677847          1.41871        -0.377892
         -45.9184          15.1531                5         0.544696        -0.146565         -2.47836         0.677448           1.5685        -0.452518
         -42.2449          15.1531                5         0.230122       -0.0632319         -2.34614         0.642542          1.71375        -0.499648
         -38.5714          15.1531                5        0.0453531       -0.0140245          -2.3515         0.645767          1.60175         -0.47144
          -34.898          15.1531                5        -0.128297        0.0347666         -2.29604         0.630042          1.63009        -0.467651
         -31.2245          15.1531                5        -0.245103        0.0674534         -2.12635         0.575054          1.55861        -0.453905
          -27.551          15.1531                5        -0.419276         0.114243         -2.02427         0.546976          1.31115        -0.391965
         -23.8776          15.1531                5        -0.706355         0.191669          -1.8592         0.506823          0.92799        -0.277479
         -20.2041          15.1531                5        -0.956058         0.262541         -1.72798         0.471984         0.196491       -0.0766824
         -16.5306          15.1531                5         -1.28339         0.353451         -1.47562         0.400668        -0.546857         0.138988
         -12.8571          15.1531                5         -1.66201         0.457937         -1.12791         0.302147         -1.53439         0.415386
         -9.18367          15.1531                5         -2.24215         0.613121        -0.766054         0.200277         -2.81446         0.784638
          -5.5102          15.1531                5         -3.02733         0.822441        -0.055464      -0.00727751         -3.88235          1.12665
         -1.83673          15.1531                5         -4.30452          1.19529         0.592049        -0.192904         -5.67908          1.64563
          1.83673          15.1531                5         -7.00732          1.99196          1.55718         -0.47539         -8.66536          2.50732
           5.5102          15.1531                5         -15.6772          4.50373          5.46159         -1.60243          -10.276          2.99813
          9.18367          15.1531                5         -27.8221          8.01808           10.715         -3.12998         -5.42903           1.5956
          12.8571          15.1531                5         -39.4117          11.4038          16.5134         -4.84022          3.90013         -1.09994
          16.5306          15.1531                5         -38.8494          11.2026           13.535         -3.98413          25.1832         -7.31026
          20.2041          15.1531                5         -32.2632           9.2197          7.41259         -2.17804          41.4993         -11.9954
          23.8776          15.1531                5         -21.7805          6.16739          1.17806        -0.364739          51.2694         -14.7388
           27.551          15.1531                5         -11.5762          3.27343         -6.47607          1.79257          54.1124         -15.5083
          31.2245          15.1531                5         -7.37282          2.09764         -8.76706          2.40635          53.3859         -15.2354
           34.898          15.1531                5         -3.52217          1.00034         -9.05281          2.55634          51.6492         -14.7751
          38.5714          15.1531                5          -1.0859         0.291423         -9.26226          2.63381          50.6489         -14.5035
          42.2449          15.1531                5             1.96        -0.563854         -10.1294          2.88286          53.6744         -15.3055
          45.9184          15.1531                5          6.58967         -1.86097          -8.7879          2.49261          55.2413         -15.7767
          49.5918          15.1531                5          13.5054         -3.80605         -5.77568          1.62327          54.4594         -15.6126
          53.2653          15.1531                5          26.7302          -7.5757          3.19362        -0.935208          51.7406         -14.8906
          56.9388          15.1531                5          37.0676         -10.6754          10.8204         -3.19435          35.1169         -10.1979
          60.6122          15.1531                5          36.7067         -10.6268          12.6147         -3.71413          14.3068         -4.11562
          64.2857          15.1531                5          27.2393         -7.86127           9.8514         -2.87622         -1.67991         0.549675
          67.9592          15.1531                5          14.3782         -4.11664          4.14006         -1.20136         -9.45147          2.74966
          71.6327          15.1531                5          7.41516         -2.11717           2.0972        -0.602995         -5.50909          1.58501
          75.3061          15.1531                5          4.16437         -1.18904          1.01235        -0.291452         -3.87494          1.11447
          78.9796          15.1531                5          2.10211        -0.598539         0.373043        -0.106748         -3.58355          1.02693
          82.6531          15.1531                5         0.529743        -0.149362        -0.125244        0.0368415         -3.21297         0.917939
          86.3265          15.1531                5         0.710022        -0.202716        0.0190242      -0.00544156         -2.09933         0.600869
               90          15.1531                5         0.502451        -0.143796       -0.0232714       0.00671001         -1.39028         0.398172
              -90          18.5204                5         0.492135        -0.139415         -0.26607        0.0756433           1.4837        -0.421736
         -86.3265          18.5204                5         0.668147        -0.188796        -0.356732         0.101104          1.88542        -0.535526
         -82.6531          18.5204                5          0.93398        -0.263623        -0.544574         0.154168          2.25362        -0.640151
         -78.9796          18.5204                5           1.4214        -0.400805        -0.854994         0.241699           2.5951        -0.737649
         -75.3061          18.5204                5           2.1034        -0.592867         -1.25421         0.354098          3.08928          -0.8784
         -71.6327          18.5204                5            3.171        -0.892496         -2.01987         0.567474          2.90677        -0.827172
         -67.9592          18.5204                5          4.60322         -1.30237         -3.01738         0.850018          1.88959        -0.544149
         -64.2857          18.5204                5           4.6378         -1.32027         -3.32901         0.939328        -0.244722        0.0650479
         -60.6122          18.5204                5          3.32705        -0.946887         -2.63914           0.7393        -0.995938         0.290326
         -56.9388          18.5204                5          2.18225        -0.584982         -2.29082         0.621229        -0.860911          0.26367
         -53.2653          18.5204                5          1.55832         -0.42861         -2.08859         0.576929        -0.602897         0.159922
         -49.5918          18.5204                5          1.03407        -0.281667         -1.94255         0.533268       -0.0895816        0.0159481
         -45.9184          18.5204                5         0.646403        -0.177284         -1.87238          0.51582         0.283976       -0.0870383
         -42.2449          18.5204                5         0.357999       -0.0985212         -1.75464         0.483088         0.490415         -0.15201
         -38.5714          18.5204                5          0.15341       -0.0433268         -1.78157         0.485602         0.647132        -0.196377
          -34.898          18.5204                5       -0.0288782       0.00731655         -1.73286         0.474923         0.789388        -0.236969
         -31.2245          18.5204                5        -0.197043        0.0507821         -1.63991         0.446448         0.589347        -0.181212
          -27.551          18.5204                5        -0.388362         0.103618         -1.45393         0.396167         0.307034        -0.102738
         -23.8776          18.5204                5         -0.56889         0.154892         -1.32094         0.361574       -0.0742728       0.00882108
         -20.2041          18.5204                5        -0.819232          0.22423          -1.2063         0.328057        -0.651405         0.170794
         -16.5306          18.5204                5         -1.12139         0.307564         -1.00483         0.269672         -1.30486         0.356025
         -12.8571          18.5204                5         -1.36917         0.385584        -0.740332         0.198614         -2.11229         0.587787
         -9.18367          18.5204                5          -1.7263         0.463544        -0.391665        0.0919059         -3.14619         0.866746
          -5.5102          18.5204                5         -2.52241         0.683777        0.0966218       -0.0474734         -4.08555          1.18174
         -1.83673          18.5204                5         -3.56337         0.995484         0.685651        -0.206627         -5.92203          1.69148
          1.83673          18.5204                5         -5.48781          1.54056           1.4715        -0.435554         -7.82543          2.26964
           5.5102          18.5204                5           -10.15          2.90137           3.8119         -1.11897          -10.522           3.0626
          9.18367          18.5204                5         -19.0205          5.47578          7.72826         -2.25878         -12.6222          3.67192
          12.8571          18.5204                5         -33.2897          9.59237          15.0526         -4.36508         -6.92211          2.04708
          16.5306          18.5204                5         -41.6926           12.054          20.5202         -5.98352          12.9748         -3.75231
          20.2041          18.5204                5         -38.5111          11.0529          17.9218         -5.18337          32.6226         -9.43301
          23.8776          18.5204                5          -29.748          8.47862          13.1972         -3.78672          42.6521         -12.2897
           27.551          18.5204                5         -14.3304          4.09739          4.45804          -1.2944          51.7914          -14.809
          31.2245          18.5204                5         -9.85642          2.81843          2.46156         -0.73338           46.277         -13.2503
           34.898          18.5204                5         -5.80676          1.65098        -0.121785         0.010073          46.8753         -13.4205
          38.5714          18.5204                5         -2.13422          0.58669         -2.15834         0.599611          48.4474         -13.8729
          42.2449          18.5204                5          3.04286        -0.857177        -0.791244         0.243767          51.1101          -14.606
          45.9184          18.5204                5           9.1147         -2.56819          1.30652        -0.349959          52.2262         -14.9347
          49.5918          18.5204                5          20.1293         -5.68892          7.60535         -2.14736          52.0019         -14.9002
          53.2653          18.5204                5          34.3686         -9.83891           14.844         -4.27897          42.0609         -12.1437
          56.9388          18.5204                5          38.7618         -11.1962          17.8572         -5.20257          22.6898         -6.55617
          60.6122          18.5204                5          35.4407         -10.2484          15.8686         -4.62793          3.55133        -0.971628
          64.2857          18.5204                5          21.1075         -6.05533          8.97442         -2.59546         -8.88332          2.61504
          67.9592          18.5204                5           10.416         -2.96832          3.80029         -1.08723         -8.69328           2.5098
          71.6327          18.5204                5          6.50972         -1.85975          2.14339        -0.615534         -5.51334          1.58628
          75.3061          18.5204                5          3.76267         -1.07633           1.1545        -0.332606         -4.05762          1.16947
          78.9796          18.5204                5          1.96575        -0.561643         0.513367        -0.147703         -3.65428          1.04992
          82.6531          18.5204                5         0.655779        -0.187401        0.0112237      -0.00331873         -3.17256         0.909152
          86.3265          18.5204                5         0.649566        -0.185702        0.0020023     -0.000588211         -2.10655         0.602966
               90          18.5204                5         0.516668        -0.147854       -0.0455506        0.0130849         -1.34663         0.385955
              -90          21.8878                5         0.438085        -0.124083         -0.25028         0.071125          1.37414        -0.390524
         -86.3265          21.8878                5         0.536571        -0.151708        -0.287236        0.0814232          1.65339        -0.469748
         -82.6531          21.8878                5         0.760457        -0.214777        -0.463989         0.131301          1.99819        -0.567469
         -78.9796          21.8878                5          1.01499        -0.286643        -0.684702         0.193642           2.2207        -0.631085
         -75.3061          21.8878                5          1.54197        -0.435397        -0.982224         0.277584          2.60063        -0.739789
         -71.6327          21.8878                5          2.53956        -0.715748         -1.50843         0.425314          3.15664        -0.897754
         -67.9592          21.8878                5          3.22348          -0.9096         -2.16673         0.610181          2.09577        -0.596486
         -64.2857          21.8878                5          5.19708           -1.477         -3.18741         0.899055          1.21202        -0.357731
         -60.6122          21.8878                5          3.62825         -1.04812         -2.56836         0.729463         -1.06138         0.312661
         -56.9388          21.8878                5          2.57574        -0.737553         -2.27485         0.630613         -1.63622         0.455125
         -53.2653          21.8878                5          1.68372        -0.464673         -1.81661         0.507255         -1.24163         0.378195
         -49.5918          21.8878                5          1.14147        -0.310759         -1.70818           0.4679        -0.975914         0.258078
