           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
          16.5306         -15.1531                5         -6.00215          1.20883         -5.35794          1.05029          8.52136          -1.7884
          20.2041         -15.1531                5         -3.94087         0.766062         -3.52614         0.672519          6.40042         -1.32985
          23.8776         -15.1531                5         -2.74674         0.525508         -2.37861          0.44833           5.0655         -1.04116
           27.551         -15.1531                5         -1.87382          0.36106         -1.62114         0.307108          3.94324        -0.807876
          31.2245         -15.1531                5         -1.21368         0.234462        -0.987126         0.190731          2.89677        -0.601887
           34.898         -15.1531                5        -0.862701         0.167365        -0.731017         0.141131          2.40745        -0.504453
          38.5714         -15.1531                5         -0.64215         0.123998         -0.51652        0.0988585           1.9981        -0.422488
          42.2449         -15.1531                5        -0.497539        0.0952535        -0.390552        0.0741822          1.60247        -0.342747
          45.9184         -15.1531                5        -0.396889        0.0749252         -0.26838        0.0443841           1.2474          -0.2737
          49.5918         -15.1531                5        -0.303406        0.0530804        -0.240285        0.0451375          1.01648        -0.227465
          53.2653         -15.1531                5        -0.220807        0.0318158        -0.187394        0.0365632         0.848647        -0.189347
          56.9388         -15.1531                5        -0.171787        0.0159194        -0.172829        0.0368519         0.553184        -0.127571
          60.6122         -15.1531                5        -0.241902        0.0278256       -0.0827156        0.0222782         0.394951       -0.0900513
          64.2857         -15.1531                5        -0.289784        0.0423361      -0.00712931       0.00471328         0.400615       -0.0801784
          67.9592         -15.1531                5        -0.220922        0.0351872       -0.0482223        0.0112132         0.464947       -0.0914005
          71.6327         -15.1531                5        -0.158476        0.0269594       -0.0366844       0.00788532         0.401638       -0.0772004
          75.3061         -15.1531                5        -0.108078        0.0189543       -0.0430034       0.00878741         0.342432       -0.0661087
          78.9796         -15.1531                5       -0.0834307        0.0149656       -0.0395104       0.00793654         0.288157        -0.056048
          82.6531         -15.1531                5       -0.0673132        0.0121916       -0.0358141       0.00714287         0.253134       -0.0493994
          86.3265         -15.1531                5       -0.0627849        0.0119204       -0.0396017       0.00794279         0.224235       -0.0439915
               90         -15.1531                5       -0.0402563       0.00775412       -0.0241894       0.00480104         0.185254       -0.0363658
              -90         -11.7857                5         0.481941       -0.0953096        0.0262305      -0.00523752         0.927671        -0.183905
         -86.3265         -11.7857                5         0.850747        -0.168188         0.324296       -0.0643711          1.25843        -0.249324
         -82.6531         -11.7857                5          1.06999        -0.211155         0.384845       -0.0761986          1.81219        -0.358801
         -78.9796         -11.7857                5           2.1593        -0.416973          0.84996        -0.165848          1.97755        -0.403278
         -75.3061         -11.7857                5          3.33653        -0.651709          1.44856        -0.285577          1.57589        -0.324319
         -71.6327         -11.7857                5          4.31999        -0.855605          2.08239        -0.414643          0.39578       -0.0805406
         -67.9592         -11.7857                5          4.55339        -0.906962          2.33344        -0.472611         -2.62902           0.5209
         -64.2857         -11.7857                5           3.2933        -0.652649          1.51248        -0.309307         -3.71486         0.741636
         -60.6122         -11.7857                5          2.05008          -0.3975         0.865602        -0.171578         -3.67032         0.725502
         -56.9388         -11.7857                5          1.43054        -0.261016         0.373316       -0.0816984         -3.22162         0.621646
         -53.2653         -11.7857                5          1.07211        -0.194188        0.0851785       -0.0311169         -2.90052         0.544056
         -49.5918         -11.7857                5         0.838208        -0.158064       -0.0670871      -0.00612031         -2.55938         0.467378
         -45.9184         -11.7857                5         0.659833        -0.126953        -0.222903        0.0191839          -2.2168          0.39625
         -42.2449         -11.7857                5         0.608877        -0.118439        -0.361542        0.0513076         -1.82392         0.332135
         -38.5714         -11.7857                5         0.660514        -0.126728        -0.564857        0.0867412         -1.44323         0.263764
          -34.898         -11.7857                5         0.726442        -0.140025        -0.734166          0.12358         -1.11208         0.196179
         -31.2245         -11.7857                5         0.881764        -0.171003         -1.08906         0.197897        -0.669398        0.0975075
          -27.551         -11.7857                5         0.993777        -0.193293         -1.45351          0.27237       -0.0916186       -0.0217665
         -23.8776         -11.7857                5          1.33665        -0.262086         -2.01888         0.382667         0.597158        -0.159139
         -20.2041         -11.7857                5          2.21324        -0.438541         -2.82694          0.54139          1.27085        -0.286666
         -16.5306         -11.7857                5          3.43306        -0.701163         -4.33058         0.843124          2.36966        -0.536136
         -12.8571         -11.7857                5          5.02293         -1.03771         -6.83482          1.35837          4.42425        -0.966456
         -9.18367         -11.7857                5          8.88418         -1.85081         -11.1187          2.24491          2.16505        -0.495582
          -5.5102         -11.7857                5          11.1964         -2.36307         -17.6442          3.59677         -6.34361          1.28152
         -1.83673         -11.7857                5          5.73844         -1.24008         -27.4786          5.64263         -19.1984          3.99854
          1.83673         -11.7857                5          -13.509          2.79608         -24.9425          5.09627         -9.55053          1.97396
           5.5102         -11.7857                5         -20.7094          4.27925         -19.7998          4.02281          1.40992        -0.313653
          9.18367         -11.7857                5          -13.987          2.87191         -12.2218          2.46584          7.76921         -1.62057
          12.8571         -11.7857                5          -6.7309          1.37175         -6.34731          1.25927          8.89708         -1.85606
          16.5306         -11.7857                5         -4.07878         0.813433         -4.10552         0.797232          6.38435         -1.33802
          20.2041         -11.7857                5         -2.86886         0.560453         -2.97388         0.569887           4.9935         -1.03392
          23.8776         -11.7857                5          -2.0873         0.407219         -2.06018         0.392447          4.04498        -0.838187
           27.551         -11.7857                5         -1.43578         0.279125         -1.31314         0.250134          3.16429        -0.661753
          31.2245         -11.7857                5        -0.894437         0.172432        -0.772888         0.147843          2.29204        -0.489176
           34.898         -11.7857                5        -0.641107         0.121261        -0.579539          0.10892          1.95039         -0.41804
          38.5714         -11.7857                5        -0.497103        0.0948927        -0.448145        0.0814726          1.61218        -0.347845
          42.2449         -11.7857                5        -0.419731        0.0797358        -0.353307        0.0608201          1.24735        -0.277854
          45.9184         -11.7857                5        -0.294948        0.0549942        -0.246336        0.0335972         0.986055        -0.225364
          49.5918         -11.7857                5         -0.24681        0.0423922        -0.210608         0.013735         0.819196         -0.19195
          53.2653         -11.7857                5        -0.184736        0.0293062        -0.160139         0.025193         0.688498        -0.163405
          56.9388         -11.7857                5        -0.148662        0.0171121        -0.146475        0.0254039         0.509962        -0.127091
          60.6122         -11.7857                5        -0.189438        0.0223327        -0.101046        0.0186355         0.308438       -0.0831347
          64.2857         -11.7857                5        -0.244899        0.0347739       -0.0324974       0.00705235         0.240976       -0.0539443
          67.9592         -11.7857                5        -0.279042        0.0394053        -0.024538        0.0130699         0.359225       -0.0861143
          71.6327         -11.7857                5        -0.138116        0.0229394       -0.0442472       0.00845754         0.356597       -0.0690502
          75.3061         -11.7857                5        -0.125808        0.0221552       -0.0351102       0.00695581         0.295476       -0.0571759
          78.9796         -11.7857                5       -0.0785772        0.0140477       -0.0403258       0.00799365          0.25989       -0.0505139
          82.6531         -11.7857                5       -0.0633628        0.0114262       -0.0368707       0.00730255         0.224278       -0.0438054
          86.3265         -11.7857                5       -0.0475367       0.00872398       -0.0372494       0.00732075          0.19658       -0.0384777
               90         -11.7857                5       -0.0345672       0.00665126       -0.0237823       0.00468693         0.163855       -0.0321217
              -90         -8.41837                5         0.541578        -0.107122      -0.00894872       0.00171172          0.93802        -0.185927
         -86.3265         -8.41837                5         0.765493        -0.151243         0.211314       -0.0418023           1.6405        -0.324799
         -82.6531         -8.41837                5            2.254        -0.435322         0.818606        -0.159556          1.58455        -0.327208
         -78.9796         -8.41837                5           3.3089        -0.651069          1.30803        -0.259043           1.0127        -0.208967
         -75.3061         -8.41837                5          4.07159        -0.824788          1.74501        -0.352766       -0.0516334          0.02324
         -71.6327         -8.41837                5          4.54206        -0.956478          2.12954        -0.440722         -1.60844         0.369411
         -67.9592         -8.41837                5          3.80091        -0.775845          1.90478        -0.388357           -3.196         0.657907
         -64.2857         -8.41837                5          2.54461        -0.495582          1.08926        -0.221552         -4.19814         0.803268
         -60.6122         -8.41837                5          1.69065        -0.324178         0.614878        -0.123603         -3.62857         0.699196
         -56.9388         -8.41837                5          1.14662        -0.214534         0.168552       -0.0515634         -3.20928         0.626773
         -53.2653         -8.41837                5         0.872389        -0.162383       -0.0667583       -0.0152371         -2.90533         0.558794
         -49.5918         -8.41837                5           0.6526        -0.125082         -0.23976       0.00535385         -2.39487          0.47478
         -45.9184         -8.41837                5         0.558522        -0.104247        -0.313783        0.0223081         -2.27357          0.42702
         -42.2449         -8.41837                5         0.489513       -0.0908086        -0.403656        0.0491928         -2.02618          0.37845
         -38.5714         -8.41837                5         0.453863       -0.0858185        -0.586883        0.0794397         -1.76749         0.341409
          -34.898         -8.41837                5         0.499798       -0.0945838        -0.715357         0.114122         -1.56479         0.288025
         -31.2245         -8.41837                5         0.592849        -0.113394         -1.01843         0.177891         -1.25443         0.217526
          -27.551         -8.41837                5         0.681708        -0.129417          -1.3492         0.238609        -0.930754          0.14916
         -23.8776         -8.41837                5         0.876496        -0.170321         -1.83768         0.335579        -0.543933        0.0714593
         -20.2041         -8.41837                5          1.23976        -0.246065         -2.49233         0.468892        -0.299984        0.0142189
         -16.5306         -8.41837                5          1.80645        -0.366422         -3.64031         0.702957         0.130308       -0.0788501
         -12.8571         -8.41837                5          2.18575        -0.454523         -5.19769          1.02098          1.15904        -0.284157
         -9.18367         -8.41837                5          4.21172        -0.893632         -8.23584          1.64834          1.73724        -0.425701
          -5.5102         -8.41837                5          5.77122         -1.23241          -12.903          2.61903         -1.00699         0.175485
         -1.83673         -8.41837                5          1.69135        -0.399498         -22.1585           4.5506         -12.3326          2.57109
          1.83673         -8.41837                5         -13.8798          2.86611         -19.4926          3.97848         -1.41148         0.283764
           5.5102         -8.41837                5         -13.2717          2.73972         -14.2808          2.89268          4.25526        -0.893651
          9.18367         -8.41837                5         -8.30409          1.70794         -8.46529          1.69488          7.27284          -1.5146
          12.8571         -8.41837                5         -4.12229         0.828735         -4.98199         0.963503          6.38754         -1.31401
          16.5306         -8.41837                5         -2.67383         0.527896         -3.33704          0.64001          4.53789        -0.941427
          20.2041         -8.41837                5         -1.85443         0.364713         -2.21928         0.419343          3.54347        -0.746223
          23.8776         -8.41837                5         -1.32302         0.258961          -1.6073         0.294469          2.88633        -0.601822
           27.551         -8.41837                5        -0.919463         0.178434         -1.07737         0.191757          2.23857        -0.473642
          31.2245         -8.41837                5        -0.622743         0.118853         -0.62165         0.110687          1.63924        -0.368042
           34.898         -8.41837                5         -0.49737        0.0932124        -0.539994        0.0935874          1.46347        -0.319853
          38.5714         -8.41837                5        -0.409584        0.0775232        -0.473607        0.0736958          1.15895        -0.259594
          42.2449         -8.41837                5        -0.325613        0.0600385        -0.339409        0.0479153         0.952754        -0.211457
          45.9184         -8.41837                5        -0.240149        0.0449622        -0.259318        0.0413056         0.712946        -0.173172
          49.5918         -8.41837                5        -0.202143        0.0360023        -0.191572        0.0176126         0.609531        -0.148756
          53.2653         -8.41837                5        -0.181925        0.0294095        -0.153674        0.0134907         0.489582         -0.12405
          56.9388         -8.41837                5        -0.150532         0.020943        -0.115001       0.00824729         0.358275       -0.0936313
          60.6122         -8.41837                5         -0.14269        0.0162878       -0.0958301       0.00833079         0.199007       -0.0620581
          64.2857         -8.41837                5        -0.188177        0.0248973       -0.0789967        0.0117669         0.154599       -0.0423519
          67.9592         -8.41837                5        -0.288377        0.0499296      -0.00506819     -0.000149962         0.239677        -0.057362
          71.6327         -8.41837                5        -0.115387        0.0196769       -0.0820435        0.0150716         0.322555       -0.0628707
          75.3061         -8.41837                5        -0.122553        0.0215564        -0.042067       0.00804051         0.261813       -0.0511268
          78.9796         -8.41837                5       -0.0733502        0.0131836       -0.0416294       0.00819438         0.228955       -0.0446691
          82.6531         -8.41837                5       -0.0526548       0.00966085       -0.0387901       0.00757502         0.193186       -0.0377676
          86.3265         -8.41837                5       -0.0360227       0.00679482       -0.0373828       0.00721702         0.165602       -0.0324705
               90         -8.41837                5       -0.0272682       0.00524645       -0.0264819       0.00518759         0.145601       -0.0285503
              -90         -5.05102                5          0.53049        -0.104836        -0.037477       0.00743693         0.984257        -0.195063
         -86.3265         -5.05102                5          1.24465        -0.246066           0.2015       -0.0402517           1.3259        -0.262902
         -82.6531         -5.05102                5          2.19691        -0.433468         0.788238          -0.1564          1.21554        -0.242702
         -78.9796         -5.05102                5          4.11333        -0.804459           1.5331        -0.302716         0.487682        -0.111997
         -75.3061         -5.05102                5             4.71         -0.94408           1.7204        -0.345992        -0.827373         0.168437
         -71.6327         -5.05102                5          4.65876        -0.968782          1.75577        -0.363344         -2.18534         0.469604
         -67.9592         -5.05102                5          3.01506        -0.609272           1.1686        -0.239855         -4.46651         0.843396
         -64.2857         -5.05102                5          1.97518        -0.388609         0.566989        -0.109978         -4.06748         0.784869
         -60.6122         -5.05102                5           1.3545        -0.265383         0.269758       -0.0642594         -3.60377          0.71215
         -56.9388         -5.05102                5         0.918983        -0.178285        0.0336639        -0.024741         -3.26867         0.642732
         -53.2653         -5.05102                5         0.721282        -0.135526        -0.112415     -0.000215597         -3.04788         0.580802
         -49.5918         -5.05102                5          0.64945         -0.11736        -0.243256        0.0188459         -2.85233         0.522531
         -45.9184         -5.05102                5         0.465738       -0.0922683        -0.423494        0.0371196         -2.35489          0.47523
         -42.2449         -5.05102                5         0.368387         -0.06966        -0.426867        0.0543979           -2.125         0.438769
         -38.5714         -5.05102                5         0.317327        -0.057319        -0.569161        0.0815803         -2.11567         0.409411
          -34.898         -5.05102                5         0.295871       -0.0540658        -0.709735         0.113724         -1.93612         0.377014
         -31.2245         -5.05102                5         0.355721       -0.0653205        -0.984442         0.164539         -1.70302         0.335091
          -27.551         -5.05102                5         0.334319       -0.0600308         -1.14914         0.201927         -1.63703         0.308279
         -23.8776         -5.05102                5         0.434135       -0.0842538         -1.64671         0.304243         -1.42951         0.271321
         -20.2041         -5.05102                5         0.601342        -0.119462         -2.35106         0.432039         -1.40622         0.254807
         -16.5306         -5.05102                5          0.76164        -0.154897         -3.12413         0.588176         -1.28965         0.224738
         -12.8571         -5.05102                5         0.924515        -0.196564         -4.15057         0.798338         -1.20537         0.209572
         -9.18367         -5.05102                5          1.24969        -0.273072         -6.50381          1.28587         -1.03633         0.179683
          -5.5102         -5.05102                5         0.484494        -0.133141         -9.15038          1.84271         -1.33015         0.266363
         -1.83673         -5.05102                5         -2.52799         0.479286         -14.9568          3.05367         -5.20277           1.0725
          1.83673         -5.05102                5         -7.76998          1.58896         -13.3104          2.70392           1.9517        -0.407995
           5.5102         -5.05102                5         -6.73163          1.38483         -9.65385           1.9375          3.85785        -0.802076
          9.18367         -5.05102                5         -3.95085         0.809069         -5.54303          1.08513          5.48351          -1.1399
          12.8571         -5.05102                5         -2.49222         0.501214         -3.82458         0.732688          3.91759        -0.788835
          16.5306         -5.05102                5         -1.83526         0.360472         -2.99101         0.556888          2.94844        -0.609854
          20.2041         -5.05102                5         -1.23304         0.239776         -2.22717          0.40633          2.30651        -0.472154
          23.8776         -5.05102                5        -0.873275         0.168736         -1.63613         0.287612          1.91994        -0.404173
           27.551         -5.05102                5        -0.626014         0.119762         -1.08195         0.177974          1.61907        -0.350124
          31.2245         -5.05102                5        -0.451634        0.0858082        -0.739197         0.111898          1.31818        -0.276946
           34.898         -5.05102                5         -0.39535        0.0734655        -0.697599         0.106976          1.00451         -0.20734
          38.5714         -5.05102                5        -0.305801        0.0576097        -0.565402        0.0842032         0.813986        -0.171442
          42.2449         -5.05102                5         -0.23513          0.04378        -0.437624        0.0616133         0.685202        -0.147356
          45.9184         -5.05102                5        -0.185768        0.0340328        -0.335767        0.0427135         0.557893        -0.124013
          49.5918         -5.05102                5        -0.184402        0.0334059        -0.296873        0.0365631         0.470593        -0.107383
          53.2653         -5.05102                5        -0.173096        0.0313001        -0.272537         0.031971         0.380444       -0.0882322
          56.9388         -5.05102                5        -0.148072        0.0261951        -0.274726        0.0298605         0.267151       -0.0621529
          60.6122         -5.05102                5         -0.11578        0.0176475        -0.235245        0.0264591         0.175033       -0.0414953
          64.2857         -5.05102                5        -0.134608        0.0183659        -0.134578        0.0154739        0.0318625       -0.0220472
          67.9592         -5.05102                5        -0.241669        0.0432637        -0.121529        0.0150408       -0.0249143       0.00233457
          71.6327         -5.05102                5        -0.179249        0.0333006       -0.0838579        0.0140912         0.199595       -0.0386509
          75.3061         -5.05102                5        -0.122107        0.0222402       -0.0563785       0.00996777         0.200016       -0.0394792
          78.9796         -5.05102                5       -0.0639198        0.0117102       -0.0465306       0.00888353         0.195627       -0.0382722
          82.6531         -5.05102                5       -0.0404997       0.00764653       -0.0408759       0.00782003         0.162739       -0.0318787
          86.3265         -5.05102                5       -0.0261579       0.00503201       -0.0351448       0.00670006         0.141019       -0.0277091
               90         -5.05102                5       -0.0195887       0.00376194        -0.028988       0.00565611         0.127513       -0.0250118
              -90         -1.68367                5         0.550571        -0.108885       -0.0811548        0.0160784         0.940113        -0.186424
         -86.3265         -1.68367                5          1.52263        -0.300957       -0.0574377        0.0114312          1.22877        -0.243743
         -82.6531         -1.68367                5          2.58627        -0.511381         0.499436       -0.0997069         0.761686        -0.151345
         -78.9796         -1.68367                5          4.35822        -0.861976          1.15831        -0.232687        -0.302156        0.0582106
         -75.3061         -1.68367                5          5.00002        -0.982635          1.11726        -0.220306         -2.20663         0.419356
         -71.6327         -1.68367                5           3.9182        -0.798856         0.608889        -0.131222          -4.1098         0.814515
         -67.9592         -1.68367                5           2.7195        -0.537833        0.0365035       -0.0147384         -4.38164         0.865487
         -64.2857         -1.68367                5          1.78024        -0.354271       -0.0691882      -0.00745113         -3.94048         0.789477
         -60.6122         -1.68367                5          1.30372         -0.25165       -0.0451053        0.0305291         -3.54157         0.721838
         -56.9388         -1.68367                5         0.825677        -0.168494       -0.0778482        0.0121439         -3.48042         0.669843
         -53.2653         -1.68367                5         0.649887        -0.130087        -0.311419        0.0304077         -3.07967         0.607664
         -49.5918         -1.68367                5         0.473416       -0.0913702         -0.20113        0.0430062         -2.53943         0.548867
         -45.9184         -1.68367                5         0.355695       -0.0695926        -0.496682        0.0602336         -2.60405         0.517291
         -42.2449         -1.68367                5         0.286061       -0.0515375        -0.555801        0.0753977         -2.45846         0.490043
         -38.5714         -1.68367                5         0.234504        -0.038146        -0.574789        0.0877328         -2.40879         0.459434
          -34.898         -1.68367                5         0.200904       -0.0329517         -0.66654         0.110178         -2.19524         0.432958
         -31.2245         -1.68367                5         0.132429       -0.0171913        -0.897162         0.150041         -2.21859         0.420876
          -27.551         -1.68367                5        0.0183905      0.000156787         -1.04708         0.192937         -2.09148         0.415136
         -23.8776         -1.68367                5        0.0187698      -0.00195146         -1.53003         0.279555         -2.27539         0.434478
         -20.2041         -1.68367                5         0.116797       -0.0239918         -2.18714         0.396657         -2.56569         0.479363
         -16.5306         -1.68367                5         0.101022       -0.0228916         -2.86821         0.528722         -2.80671         0.542169
         -12.8571         -1.68367                5        -0.175984        0.0290188         -3.49938         0.676504         -3.21217         0.604591
         -9.18367         -1.68367                5        -0.788546         0.148172         -5.15463           1.0066         -3.00815         0.576838
          -5.5102         -1.68367                5         -2.03376         0.399357         -7.34294          1.46097         -3.27445         0.648182
         -1.83673         -1.68367                5         -5.48098          1.09617         -9.04532          1.82312         -2.98875         0.593239
          1.83673         -1.68367                5         -5.46795          1.10181         -9.25151          1.86229          1.09488         -0.22869
           5.5102         -1.68367                5          -3.4294          0.69357         -7.09223           1.4062          2.95049        -0.606471
          9.18367         -1.68367                5         -2.33581         0.467102         -5.12143         0.998838          3.19402        -0.641337
          12.8571         -1.68367                5         -1.40454         0.275579          -3.6211         0.685145          2.41104         -0.48596
          16.5306         -1.68367                5         -1.06831         0.210329         -2.75015          0.50897          1.71251        -0.347378
          20.2041         -1.68367                5        -0.734564         0.142616         -2.06486         0.370376          1.51626        -0.310605
          23.8776         -1.68367                5        -0.453696        0.0867427         -1.57179         0.270921          1.28748        -0.257723
           27.551         -1.68367                5        -0.259453        0.0485608          -1.1423         0.185598          1.00741        -0.205444
          31.2245         -1.68367                5        -0.272696        0.0516126         -0.91396         0.143295         0.754639        -0.152099
           34.898         -1.68367                5        -0.216464        0.0405358        -0.777939         0.120305         0.603835        -0.124619
          38.5714         -1.68367                5        -0.199774        0.0380877        -0.585324        0.0851771         0.544034        -0.111273
          42.2449         -1.68367                5        -0.164935        0.0311217        -0.452346        0.0611963         0.461415       -0.0969919
          45.9184         -1.68367                5        -0.124503        0.0227297          -0.3517        0.0437153         0.383599       -0.0831404
          49.5918         -1.68367                5         -0.11157        0.0202328        -0.299077        0.0360109         0.325104       -0.0711589
          53.2653         -1.68367                5       -0.0905155        0.0164002        -0.290302        0.0352205         0.262004        -0.055948
          56.9388         -1.68367                5       -0.0688214          0.01258        -0.311413        0.0384613         0.194328       -0.0372404
          60.6122         -1.68367                5       -0.0888637        0.0162155        -0.290049        0.0366019         0.141544       -0.0278107
          64.2857         -1.68367                5        -0.106627        0.0204075         -0.26153        0.0386137        0.0685285       -0.0188937
          67.9592         -1.68367                5        -0.152286        0.0269858        -0.237638         0.039619         0.116552       -0.0252583
          71.6327         -1.68367                5        -0.181769        0.0355907         -0.10301         0.017234         0.120167       -0.0239961
          75.3061         -1.68367                5       -0.0944509        0.0181279       -0.0737109        0.0130077         0.174001       -0.0349857
          78.9796         -1.68367                5       -0.0509288       0.00951777       -0.0511695       0.00945004         0.158942       -0.0315774
          82.6531         -1.68367                5       -0.0335941       0.00642423       -0.0420554       0.00789332         0.136312       -0.0269058
          86.3265         -1.68367                5        -0.019642       0.00382351       -0.0336461        0.0064127         0.118272       -0.0233006
               90         -1.68367                5       -0.0115289       0.00219773       -0.0313005       0.00609247         0.109593       -0.0215062
              -90          1.68367                5         0.548024         -0.10844        -0.115444        0.0228604         0.897919        -0.178149
         -86.3265          1.68367                5          1.31085        -0.259188        -0.243392        0.0481161          1.15929        -0.230434
         -82.6531          1.68367                5          2.37432        -0.470085        -0.196981        0.0387117         0.937706        -0.186516
         -78.9796          1.68367                5           3.7658        -0.745495        -0.800335         0.158951        0.0625655       -0.0136363
         -75.3061          1.68367                5          4.77818        -0.948341         -1.13941           0.2252         -2.75702         0.541238
         -71.6327          1.68367                5          3.90822        -0.774302        -0.812643         0.163404         -4.21521         0.827036
         -67.9592          1.68367                5          2.78975        -0.564992        -0.838488         0.146619         -4.10357         0.818159
         -64.2857          1.68367                5          1.95814        -0.397638        -0.657168         0.105519         -3.85716         0.773465
         -60.6122          1.68367                5          1.26499        -0.257278        -0.423972        0.0608398         -3.64321         0.723545
         -56.9388          1.68367                5         0.768984        -0.152358        -0.210436        0.0251301         -3.44114         0.675844
         -53.2653          1.68367                5         0.631065        -0.118739        -0.200083        0.0156032         -3.06827         0.616574
         -49.5918          1.68367                5         0.427168       -0.0841104        -0.478254         0.052371         -2.93063         0.573602
         -45.9184          1.68367                5          0.29563       -0.0583669        -0.513537         0.072407         -2.83946         0.555427
         -42.2449          1.68367                5         0.197213       -0.0331269        -0.576768        0.0839482         -2.74586         0.545842
         -38.5714          1.68367                5         0.139035       -0.0205382        -0.583515        0.0894358         -2.62833         0.526238
          -34.898          1.68367                5        0.0669043      -0.00625601        -0.646953         0.105978           -2.572         0.504702
         -31.2245          1.68367                5        -0.117589         0.025062        -0.848828         0.142823          -2.7013          0.51407
          -27.551          1.68367                5        -0.261796        0.0536025         -1.03853         0.175992         -2.78639         0.546921
         -23.8776          1.68367                5         -0.31378        0.0660922         -1.39583         0.252552         -3.06457         0.639787
         -20.2041          1.68367                5        -0.514948         0.101604         -1.94075         0.352744         -3.43697         0.667753
         -16.5306          1.68367                5        -0.965702         0.192823         -2.88092         0.527087         -3.71494         0.731969
         -12.8571          1.68367                5         -1.40309         0.282827         -3.73392         0.720474         -3.83254         0.756886
         -9.18367          1.68367                5         -2.16432         0.441299         -5.25831          1.01808         -4.08856         0.823185
          -5.5102          1.68367                5         -4.23362         0.855707         -7.17145           1.4253         -4.65152         0.937913
         -1.83673          1.68367                5         -5.54468          1.11484         -9.08984          1.82977          -2.7241         0.542297
          1.83673          1.68367                5         -4.95944         0.986598         -9.86708          1.99717         0.932496         -0.19155
           5.5102          1.68367                5         -1.80855         0.345671         -7.89888          1.57974          1.71466        -0.343989
          9.18367          1.68367                5        -0.836409         0.155749         -5.19646          1.01245          1.37334        -0.266768
          12.8571          1.68367                5        -0.284928        0.0476156         -3.67263         0.699265          1.16137         -0.21715
          16.5306          1.68367                5        -0.148929        0.0245103         -2.76857         0.516056         0.641643        -0.115631
          20.2041          1.68367                5       -0.0421393       0.00512384           -1.995         0.358067         0.675756        -0.128934
          23.8776          1.68367                5       -0.0126572      1.24611e-06         -1.32285         0.223227         0.741337        -0.144936
           27.551          1.68367                5       -0.0390625        0.0074825         -1.06974         0.184514         0.538078        -0.101895
          31.2245          1.68367                5       -0.0731181        0.0129737        -0.860283         0.139676         0.443639         -0.08437
           34.898          1.68367                5       -0.0424659       0.00722888        -0.687764         0.108013         0.376719       -0.0717075
          38.5714          1.68367                5       -0.0617021        0.0116491        -0.525293        0.0735688         0.295566       -0.0544922
          42.2449          1.68367                5       -0.0629846         0.011532        -0.414806         0.050169         0.195365        -0.037414
          45.9184          1.68367                5       -0.0551101       0.00970672        -0.277243        0.0218126          0.15535       -0.0324269
          49.5918          1.68367                5       -0.0340055       0.00594379        -0.252919        0.0223428          0.14148        -0.028103
          53.2653          1.68367                5       -0.0340499       0.00622025        -0.242782        0.0248098         0.125814       -0.0206423
          56.9388          1.68367                5       -0.0537568        0.0108147        -0.240712        0.0287516         0.106051       -0.0148339
          60.6122          1.68367                5       -0.0828288        0.0179475        -0.253397        0.0351225        0.0799459       -0.0111333
          64.2857          1.68367                5        -0.107936        0.0244262        -0.165949        0.0202801        0.0253656      -0.00231299
          67.9592          1.68367                5        -0.133821        0.0302695        -0.117077        0.0130579        0.0666812       -0.0110367
          71.6327          1.68367                5        -0.114975        0.0262021        -0.104484        0.0159148          0.13549       -0.0263186
          75.3061          1.68367                5       -0.0612424        0.0120919       -0.0835229        0.0149847         0.145213       -0.0302412
          78.9796          1.68367                5       -0.0380896       0.00750565       -0.0566939        0.0102319         0.126415       -0.0256763
          82.6531          1.68367                5       -0.0267425       0.00519732       -0.0426768       0.00796736         0.108358       -0.0216139
          86.3265          1.68367                5       -0.0134324       0.00266085       -0.0329424       0.00629066        0.0950878       -0.0188038
               90          1.68367                5      -0.00474212      0.000895367       -0.0317227       0.00618006        0.0892199       -0.0175361
              -90          5.05102                5         0.522465        -0.103423        -0.140131         0.027741         0.858468        -0.170393
         -86.3265          5.05102                5          1.02264        -0.202402        -0.262386         0.051766          1.00825        -0.200553
         -82.6531          5.05102                5          1.90556        -0.377628        -0.625158         0.123599          1.19042        -0.237213
         -78.9796          5.05102                5          3.41193        -0.676127         -1.41782         0.280808         0.963428        -0.193787
         -75.3061          5.05102                5          4.56515        -0.908821          -2.1519         0.426761        -0.811904          0.15398
         -71.6327          5.05102                5          4.30492        -0.864115         -1.87989         0.370324         -3.21022         0.633375
         -67.9592          5.05102                5          3.10164        -0.635247         -1.32595          0.25567         -4.02794         0.807988
         -64.2857          5.05102                5           2.1339        -0.439993        -0.945337         0.169911         -3.82581         0.774519
         -60.6122          5.05102                5          1.37759        -0.284021         -0.59336        0.0978235         -3.68815         0.748678
         -56.9388          5.05102                5         0.860302        -0.173081         -0.30455        0.0471952         -3.48328         0.709741
         -53.2653          5.05102                5         0.618709        -0.119065        -0.215233        0.0227592         -3.14254         0.650458
         -49.5918          5.05102                5         0.419958       -0.0751493        -0.151836        0.0109442         -2.88347         0.622331
         -45.9184          5.05102                5         0.268119       -0.0493879        -0.191046        0.0214728         -2.80173         0.609994
         -42.2449          5.05102                5         0.145029       -0.0326714        -0.330442        0.0484496         -2.81462          0.60359
         -38.5714          5.05102                5        0.0356473      -0.00729407        -0.529891        0.0779772         -2.76081         0.603615
